CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;
CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;
Date;Time;Weekday;P_pump;p_TDLAS;p_in;I_total;U_supply;external_pump;internal_1;internal_2;Runtime;internal_3;internal_4;internal_5;internal_6;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
-;-;-;W;mbar;mbar;mA;V;-;-;-;s;-;-;-;-;ppm;µatm;ppm;°C;°C;%;
2023-05-19;05:08:06;5;0.526;1001.47;989.63;446.137;12.943021;1;1000;0;3511327;7;959;0;35370;1.896;1.841;1.885;35.997;33.791;20.759;
2023-05-19;05:09:06;5;0.526;1001.47;989.68;442.612;12.945082;1;1000;0;3511387;8;959;0;35359;1.941;1.885;1.93;35.997;33.792;20.759;
2023-05-19;05:10:06;5;0.526;1001.55;989.67;439.175;12.943904;1;1000;0;3511447;8;959;0;35378;1.771;1.72;1.761;35.997;33.797;20.759;
2023-05-19;05:11:06;5;0.526;1001.43;989.62;447.05;12.94253;1;1000;0;3511507;7;959;0;35368;1.581;1.535;1.572;35.997;33.794;20.759;
2023-05-19;05:12:06;5;0.526;1001.42;989.62;436.275;12.945082;1;1000;0;3511567;7;959;0;35350;1.752;1.701;1.742;36.004;33.787;20.758;
2023-05-19;05:13:06;5;0.526;1001.44;989.64;438.1;12.941352;1;1000;0;3511627;8;960;0;35368;1.821;1.768;1.81;35.998;33.792;20.759;
2023-05-19;05:14:06;5;0.526;1001.43;989.64;439.625;12.949401;1;1000;0;3511687;7;959;0;35386;1.777;1.725;1.767;36.003;33.801;20.745;
2023-05-19;05:15:06;5;0.526;1001.47;989.68;445.125;12.946849;1;1000;0;3511747;7;959;0;35356;1.984;1.927;1.973;35.998;33.791;20.72;
2023-05-19;05:16:06;5;0.526;1001.52;989.67;428.875;12.944002;1;1000;0;3511807;8;959;0;35362;1.739;1.689;1.729;35.998;33.794;20.695;
2023-05-19;05:17:06;5;0.526;1001.53;989.7;437.887;12.941745;1;1000;0;3511867;7;959;0;35355;1.938;1.882;1.927;35.995;33.787;20.695;
2023-05-19;05:18:06;5;0.526;1001.53;989.69;444.15;12.94469;1;1000;0;3511927;7;959;0;35382;1.97;1.913;1.959;35.999;33.784;20.687;
2023-05-19;05:19:06;5;0.526;1001.51;989.69;439.837;12.941941;1;1000;0;3511987;7;959;0;35382;1.937;1.881;1.925;35.998;33.792;20.688;
2023-05-19;05:20:06;5;0.526;1001.49;989.71;440.075;12.943021;1;1000;0;3512047;8;959;0;35364;1.678;1.629;1.668;36.001;33.792;20.688;
2023-05-19;05:21:06;5;0.526;1001.51;989.67;440.162;12.945769;1;1000;0;3512107;8;959;0;35370;1.738;1.688;1.728;35.996;33.788;20.688;
2023-05-19;05:22:06;5;0.526;1001.55;989.7;439.35;12.945769;1;1000;0;3512167;7;959;1;35355;1.686;1.637;1.676;36.004;33.79;20.677;
2023-05-19;05:23:06;5;0.526;1001.49;989.71;439.475;12.942137;1;1000;0;3512227;6;959;0;35386;1.802;1.75;1.791;35.998;33.792;20.681;
2023-05-19;05:24:06;5;0.526;1001.6;989.7;444.837;12.943512;1;1000;0;3512287;7;959;0;35361;2.036;1.977;2.024;36.001;33.783;20.649;
2023-05-19;05:25:06;5;0.526;1001.54;989.72;446.262;12.939683;1;1000;0;3512347;8;960;0;35381;1.777;1.726;1.767;35.995;33.796;20.674;
2023-05-19;05:26:06;5;0.526;1001.59;989.7;442.137;12.944886;1;1000;0;3512407;8;959;0;35382;1.6;1.554;1.591;36.002;33.791;20.649;
2023-05-19;05:27:06;5;0.526;1001.53;989.71;444.3;12.942628;1;1000;0;3512467;8;959;0;35376;1.86;1.806;1.849;35.999;33.782;20.627;
2023-05-19;05:28:06;5;0.526;1001.54;989.73;440.225;12.946064;1;1000;0;3512527;8;959;0;35367;1.661;1.613;1.652;36.004;33.784;20.627;
2023-05-19;05:29:06;5;0.526;1001.63;989.74;446.975;12.944297;1;1000;0;3512587;8;959;0;35361;1.879;1.825;1.868;35.996;33.794;20.624;
2023-05-19;05:30:06;5;0.526;1001.54;989.71;443.737;12.944395;1;1000;0;3512647;8;959;0;35351;1.908;1.852;1.897;35.999;33.794;20.617;
2023-05-19;05:31:06;5;0.526;1001.61;989.72;441.45;12.946849;1;1000;0;3512707;7;959;0;35369;1.699;1.65;1.689;36.002;33.788;20.617;
2023-05-19;05:32:06;5;0.526;1001.62;989.73;439.737;12.944592;1;1000;0;3512767;7;959;0;35352;1.896;1.841;1.885;35.998;33.791;20.617;
2023-05-19;05:33:06;5;0.526;1001.64;989.74;450.275;12.944101;1;1000;0;3512827;7;959;0;35367;1.743;1.693;1.733;35.997;33.785;20.617;
2023-05-19;05:34:06;5;0.526;1001.6;989.77;442.762;12.947438;1;1000;0;3512887;9;960;0;35391;1.786;1.734;1.776;36.001;33.794;20.617;
2023-05-19;05:35:06;5;0.526;1001.64;989.76;447.15;12.943806;1;1000;0;3512947;8;959;0;35350;2.004;1.947;1.993;35.996;33.791;20.617;
2023-05-19;05:36:06;5;0.526;1001.58;989.79;446.562;12.94253;1;1000;0;3513007;7;959;0;35349;2.12;2.059;2.108;35.997;33.783;20.624;
2023-05-19;05:37:06;5;0.526;1001.61;989.76;440.625;12.943315;1;1000;0;3513067;8;959;0;35371;1.768;1.717;1.758;36;33.786;20.617;
2023-05-19;05:38:06;5;0.526;1001.6;989.79;438.987;12.944886;1;1000;0;3513127;8;959;0;35374;1.859;1.805;1.848;35.995;33.783;20.617;
2023-05-19;05:39:06;5;0.526;1001.63;989.79;439.887;12.942137;1;1000;0;3513187;7;959;4;35359;1.67;1.621;1.66;36.002;33.779;20.616;
2023-05-19;05:40:06;5;0.526;1001.66;989.81;442.487;12.944886;1;1000;0;3513247;8;959;0;35402;1.814;1.762;1.804;35.998;33.787;20.617;
2023-05-19;05:41:06;5;0.526;1001.66;989.78;441.975;12.942824;1;1000;0;3513307;7;959;1;35366;1.78;1.729;1.77;35.997;33.785;20.613;
2023-05-19;05:42:06;5;0.526;1001.63;989.8;437.712;12.943217;1;1000;0;3513367;8;959;0;35393;2.095;2.035;2.083;36.003;33.782;20.616;
2023-05-19;05:43:06;5;0.526;1001.62;989.78;449.087;12.943512;1;1000;0;3513427;8;959;0;35362;1.969;1.912;1.958;35.997;33.779;20.617;
2023-05-19;05:44:06;5;0.526;1001.72;989.81;441.375;12.945082;1;1000;0;3513487;9;960;0;35381;1.757;1.707;1.747;36.002;33.783;20.617;
2023-05-19;05:45:06;5;0.526;1001.71;989.84;440.925;12.946358;1;1000;0;3513547;8;959;0;35363;1.89;1.836;1.879;36.003;33.783;20.613;
2023-05-19;05:46:06;5;0.526;1001.64;989.82;435.012;12.946751;1;1000;0;3513607;8;959;-1;31837;1.869;1.815;1.858;36;33.779;20.613;
2023-05-19;05:47:06;5;0.526;1001.73;989.83;446.512;12.944395;1;1000;0;3513667;8;959;0;35384;1.972;1.916;1.961;36;33.78;20.609;
2023-05-19;05:48:06;5;0.526;1001.67;989.83;441.162;12.944101;1;1000;0;3513727;8;960;0;35375;2.099;2.038;2.086;36;33.778;20.616;
2023-05-19;05:49:06;5;0.526;1001.66;989.85;437.375;12.946456;1;1000;0;3513787;8;959;0;35380;1.714;1.664;1.704;36.001;33.78;20.609;
2023-05-19;05:50:06;5;0.526;1001.73;989.85;437.787;12.942432;1;1000;0;3513847;8;959;0;35384;1.838;1.785;1.827;36.001;33.778;20.616;
2023-05-19;05:51:06;5;0.526;1001.71;989.87;445.825;12.943904;1;1000;0;3513907;8;959;0;35386;1.682;1.634;1.672;35.998;33.773;20.616;
2023-05-19;05:52:06;5;0.526;1001.8;989.91;438.687;12.943021;1;1000;0;3513967;8;959;1;35379;2.023;1.965;2.011;36.002;33.773;20.616;
2023-05-19;05:53:06;5;0.526;1001.72;989.92;444.125;12.944297;1;1000;0;3514027;8;959;0;35353;1.846;1.793;1.835;35.999;33.777;20.613;
2023-05-19;05:54:06;5;0.526;1001.77;989.88;443.987;12.946064;1;1000;0;3514087;7;959;0;35361;2.019;1.961;2.008;35.997;33.777;20.616;
2023-05-19;05:55:06;5;0.526;1001.7;989.9;445.662;12.944592;1;1000;0;3514147;8;959;0;35347;1.895;1.841;1.884;35.998;33.774;20.616;
2023-05-19;05:56:06;5;0.526;1001.75;989.92;441.4;12.945966;1;1000;0;3514207;8;960;0;35353;1.984;1.927;1.972;36.003;33.774;20.609;
2023-05-19;05:57:06;5;0.526;1001.72;989.9;450.325;12.941647;1;1000;0;3514267;8;959;0;35354;1.772;1.721;1.761;35.995;33.771;20.612;
2023-05-19;05:58:06;5;0.526;1001.76;989.93;448.887;12.942628;1;1000;0;3514327;9;959;0;35377;1.648;1.601;1.638;35.999;33.778;20.609;
2023-05-19;05:59:06;5;0.526;1001.81;989.94;446.05;12.945279;1;1000;0;3514387;8;960;0;35348;1.842;1.789;1.831;36.002;33.779;20.616;
2023-05-19;06:00:06;5;0.526;1001.76;989.99;448.262;12.94734;1;1000;0;3514447;9;960;0;35346;1.749;1.699;1.739;35.998;33.776;20.616;
2023-05-19;06:01:06;5;0.526;1001.83;989.98;442.287;12.943315;1;1000;0;3514507;8;960;0;35363;1.739;1.689;1.729;36.002;33.776;20.613;
2023-05-19;06:02:06;5;0.526;1001.87;989.96;442.925;12.94469;1;1000;0;3514567;8;960;0;35348;1.648;1.6;1.638;36;33.776;20.616;
2023-05-19;06:03:06;5;0.526;1001.82;990.01;440.8;12.945475;1;1000;0;3514627;8;959;0;35365;1.881;1.827;1.87;36.01;33.782;20.617;
2023-05-19;06:04:06;5;0.526;1001.85;990.02;444.737;12.944395;1;1000;0;3514687;8;959;-1;31812;1.759;1.709;1.749;36.001;33.777;20.616;
2023-05-19;06:05:06;5;0.526;1001.79;989.98;441.987;12.945867;1;1000;0;3514747;8;959;0;35352;1.741;1.691;1.731;36.003;33.775;20.612;
2023-05-19;06:06:06;5;0.526;1001.82;989.98;449.025;12.94253;1;1000;0;3514807;8;959;0;35370;1.819;1.767;1.808;35.997;33.774;20.612;
2023-05-19;06:07:06;5;0.526;1001.77;990;444.737;12.943806;1;1000;0;3514867;8;959;0;35363;1.501;1.458;1.492;36;33.777;20.616;
2023-05-19;06:08:06;5;0.526;1001.84;990.01;446.475;12.946555;1;1000;0;3514927;8;959;0;35381;1.596;1.55;1.586;35.999;33.773;20.612;
2023-05-19;06:09:06;5;0.526;1001.86;990.03;440.837;12.947242;1;1000;0;3514987;7;959;0;35328;1.704;1.655;1.694;36.002;33.78;20.617;
2023-05-19;06:10:06;5;0.526;1001.86;990.02;441.4;12.94253;1;1000;0;3515047;7;959;0;35343;1.288;1.251;1.281;35.999;33.779;20.616;
2023-05-19;06:11:06;5;0.526;1001.8;990.03;438.762;12.943512;1;1000;0;3515107;8;959;0;35320;1.87;1.816;1.859;36.001;33.779;20.613;
2023-05-19;06:12:06;5;0.526;1001.9;990.05;444.9;12.943119;1;1000;0;3515167;8;960;0;35340;1.61;1.564;1.601;36;33.776;20.609;
2023-05-19;06:13:06;5;0.526;1001.88;990.07;440.8;12.94626;1;1000;0;3515227;8;959;0;35335;1.797;1.746;1.787;36.001;33.77;20.616;
2023-05-19;06:14:06;5;0.526;1001.98;990.08;444.512;12.943512;1;1000;0;3515287;8;959;0;35340;1.44;1.399;1.432;36;33.768;20.615;
2023-05-19;06:15:06;5;0.526;1001.87;990.07;445.312;12.945279;1;1000;0;3515347;8;959;0;35334;1.769;1.718;1.759;36.002;33.778;20.616;
2023-05-19;06:16:06;5;0.526;1001.95;990.07;447.337;12.943806;1;1000;0;3515407;9;959;0;35348;1.738;1.688;1.728;35.998;33.777;20.616;
2023-05-19;06:17:06;5;0.526;1001.9;990.08;441.8;12.946555;1;1000;0;3515467;8;959;0;35343;1.742;1.692;1.732;36.003;33.774;20.616;
2023-05-19;06:18:06;5;0.526;1001.95;990.06;445.162;12.94145;1;1000;0;3515527;7;959;0;35355;1.815;1.763;1.805;35.998;33.773;20.616;
2023-05-19;06:19:06;5;0.526;1001.96;990.09;447.1;12.946555;1;1000;0;3515587;8;959;0;35360;1.954;1.898;1.943;35.998;33.776;20.616;
2023-05-19;06:20:06;5;0.526;1001.91;990.1;446.512;12.943217;1;1000;0;3515647;8;959;0;35366;1.736;1.687;1.726;36.003;33.766;20.615;
2023-05-19;06:21:06;5;0.526;1001.95;990.12;443.512;12.941745;1;1000;0;3515707;8;959;0;35358;1.81;1.759;1.8;35.996;33.768;20.615;
2023-05-19;06:22:06;5;0.526;1001.97;990.08;443;12.946358;1;1000;0;3515767;8;959;0;35361;1.876;1.822;1.865;36.002;33.773;20.627;
2023-05-19;06:23:06;5;0.526;1001.91;990.1;446.775;12.946358;1;1000;0;3515827;8;959;0;35345;2.062;2.003;2.05;36.001;33.776;20.652;
2023-05-19;06:24:06;5;0.526;1001.93;990.11;442.987;12.948027;1;1000;0;3515887;8;959;0;35366;1.888;1.834;1.877;36;33.773;20.648;
2023-05-19;06:25:06;5;0.526;1001.97;990.08;447.75;12.941549;1;1000;0;3515947;8;959;0;35371;1.764;1.713;1.753;35.998;33.772;20.676;
2023-05-19;06:26:06;5;0.526;1001.99;990.1;446.562;12.94734;1;1000;0;3516007;8;959;0;35341;1.839;1.787;1.829;36.003;33.769;20.68;
2023-05-19;06:27:06;5;0.526;1001.94;990.08;444.55;12.949696;1;1000;0;3516067;8;959;0;35329;1.556;1.511;1.547;36.001;33.763;20.679;
2023-05-19;06:28:06;5;0.526;1001.94;990.09;445.375;12.944886;1;1000;0;3516127;8;960;0;35337;1.723;1.674;1.713;36;33.769;20.687;
2023-05-19;06:29:06;5;0.526;1001.89;990.07;451.162;12.943021;1;1000;0;3516187;8;959;0;35357;1.887;1.833;1.876;35.997;33.768;20.686;
2023-05-19;06:30:06;5;0.526;1001.86;990.08;446.837;12.943021;1;1000;0;3516247;8;959;0;35343;1.803;1.752;1.792;35.999;33.768;20.686;
2023-05-19;06:31:06;5;0.526;1001.92;990.08;446.912;12.944003;1;1000;0;3516307;8;959;0;35322;1.672;1.624;1.662;36.001;33.77;20.708;
2023-05-19;06:32:06;5;0.526;1001.97;990.08;441.637;12.943217;1;1000;0;3516367;8;959;0;35319;2.3;2.235;2.287;35.999;33.766;20.693;
2023-05-19;06:33:06;5;0.526;1001.89;990.09;445.587;12.949205;1;1000;0;3516427;8;959;0;35342;1.59;1.544;1.581;36;33.766;20.725;
2023-05-19;06:34:06;5;0.526;1001.87;990.08;441.037;12.946947;1;1000;0;3516487;8;959;0;35318;1.681;1.633;1.671;36.002;33.767;20.757;
2023-05-19;06:35:06;5;0.526;1001.85;990.05;445.362;12.945966;1;1000;0;3516547;8;959;0;35315;1.734;1.684;1.724;36.002;33.768;20.757;
2023-05-19;06:36:06;5;0.526;1001.91;990.07;444.262;12.94518;1;1000;0;3516607;8;960;0;35324;2.027;1.969;2.016;35.998;33.766;20.753;
2023-05-19;06:37:06;5;0.526;1001.87;990.07;443.65;12.94361;1;1000;0;3516667;8;959;0;35317;1.933;1.878;1.922;35.999;33.77;20.757;
2023-05-19;06:38:06;5;0.526;1001.87;990.08;441.462;12.945966;1;1000;0;3516727;8;959;0;35319;1.716;1.667;1.706;36.003;33.765;20.757;
2023-05-19;06:39:06;5;0.526;1001.89;990.07;446.05;12.945475;1;1000;0;3516787;7;960;0;35317;1.755;1.705;1.745;36.002;33.769;20.757;
2023-05-19;06:40:06;5;0.526;1001.9;990.05;450.7;12.944002;1;1000;0;3516847;8;959;0;35326;1.886;1.832;1.875;35.997;33.77;20.772;
2023-05-19;06:41:06;5;0.526;1001.84;990.05;440.362;12.943904;1;1000;0;3516907;8;960;0;35284;1.667;1.619;1.658;36;33.758;20.771;
2023-05-19;06:42:06;5;0.526;1001.83;990.04;442.912;12.943806;1;1000;0;3516967;8;959;1;35316;1.772;1.721;1.762;35.999;33.765;20.807;
2023-05-19;06:43:06;5;0.526;1001.89;990.04;450.412;12.94361;1;1000;0;3517027;8;959;1;35356;1.841;1.788;1.83;36;33.762;20.817;
2023-05-19;06:44:06;5;0.526;1001.9;990.07;449.225;12.943119;1;1000;0;3517087;9;959;0;35344;1.758;1.708;1.748;35.997;33.768;20.828;
2023-05-19;06:45:06;5;0.526;1001.81;990.06;439.837;12.950088;1;1000;0;3517147;8;959;0;35337;1.725;1.675;1.715;36;33.765;20.824;
2023-05-19;06:46:06;5;0.526;1001.89;990.08;447.362;12.943904;1;1000;0;3517207;8;959;1;35349;1.99;1.933;1.978;35.999;33.767;20.828;
2023-05-19;06:47:06;5;0.526;1001.97;990.11;453.937;12.946653;1;1000;0;3517267;8;959;0;35330;1.88;1.826;1.869;36;33.766;20.828;
2023-05-19;06:48:06;5;0.526;1001.95;990.13;446.762;12.944493;1;1000;0;3517327;9;959;0;35334;1.812;1.76;1.801;35.994;33.768;20.828;
2023-05-19;06:49:06;5;0.526;1001.92;990.13;441.2;12.946064;1;1000;0;3517387;9;960;0;35325;1.944;1.889;1.933;36;33.764;20.87;
2023-05-19;06:50:06;5;0.526;1001.95;990.11;446.225;12.94518;1;1000;0;3517447;8;960;0;35338;1.745;1.694;1.734;36.004;33.764;20.891;
2023-05-19;06:51:06;5;0.526;1001.96;990.11;443.837;12.944002;1;1000;0;3517507;8;959;0;35340;1.695;1.647;1.685;36;33.758;20.887;
2023-05-19;06:52:06;5;0.526;1001.94;990.1;447.675;12.941941;1;1000;0;3517567;8;959;0;35331;1.865;1.812;1.854;35.998;33.767;20.899;
2023-05-19;06:53:06;5;0.526;1001.94;990.07;445.375;12.946457;1;1000;0;3517627;8;959;0;35372;1.747;1.697;1.737;35.995;33.761;20.898;
2023-05-19;06:54:06;5;0.526;1001.92;990.06;441.275;12.939978;1;1000;0;3517687;7;959;0;35329;1.87;1.817;1.86;36.002;33.764;20.906;
2023-05-19;06:55:06;5;0.526;1001.92;990.09;449.912;12.947045;1;1000;0;3517747;8;960;0;35331;1.776;1.725;1.765;36.001;33.758;20.909;
2023-05-19;06:56:06;5;0.526;1001.9;990.11;453.012;12.942334;1;1000;0;3517807;8;959;0;35324;1.632;1.585;1.622;35.996;33.77;20.927;
2023-05-19;06:57:06;5;0.526;1001.95;990.13;445.025;12.939487;1;1000;0;3517867;7;959;0;35349;1.721;1.672;1.711;36;33.765;20.966;
2023-05-19;06:58:06;5;0.526;1001.98;990.14;453.787;12.945377;1;1000;0;3517927;8;959;0;35357;1.946;1.891;1.935;35.997;33.767;20.966;
2023-05-19;06:59:06;5;0.526;1001.94;990.14;444.787;12.941548;1;1000;0;3517987;7;959;0;35337;1.787;1.736;1.776;36.001;33.768;20.97;
2023-05-19;07:00:06;5;0.526;1001.95;990.09;431.65;12.943217;1;1000;0;3518047;7;959;0;35339;1.857;1.804;1.846;36.003;33.768;20.97;
2023-05-19;07:01:06;5;0.526;1001.93;990.1;451.4;12.939389;1;1000;0;3518107;8;960;0;35358;1.648;1.601;1.638;35.999;33.776;20.977;
2023-05-19;07:02:06;5;0.526;1001.89;990.1;448.637;12.942726;1;1000;0;3518167;8;959;0;35353;1.745;1.695;1.735;36;33.769;20.97;
2023-05-19;07:03:06;5;0.526;1001.96;990.13;447.15;12.942628;1;1000;0;3518227;8;960;0;35325;1.698;1.649;1.688;35.999;33.768;20.991;
2023-05-19;07:04:06;5;0.526;1001.96;990.14;438.187;12.945769;1;1000;0;3518287;9;960;0;35338;1.765;1.715;1.755;36.001;33.765;21.005;
2023-05-19;07:05:06;5;0.526;1002.03;990.14;453.412;12.94361;1;1000;0;3518347;8;959;0;35321;1.866;1.813;1.855;35.996;33.764;21.029;
2023-05-19;07:06:06;5;0.526;1001.97;990.14;447.412;12.943217;1;1000;0;3518407;8;959;0;35340;1.941;1.886;1.93;35.999;33.772;21.037;
2023-05-19;07:07:06;5;0.526;1001.97;990.16;445.487;12.94469;1;1000;0;3518467;8;960;0;35332;1.683;1.635;1.673;36.002;33.76;21.04;
2023-05-19;07:08:06;5;0.526;1001.98;990.18;441.262;12.945868;1;1000;0;3518527;9;960;0;35316;1.91;1.856;1.899;36.002;33.772;21.041;
2023-05-19;07:09:06;5;0.526;1002.09;990.17;442.475;12.943512;1;1000;0;3518587;9;960;0;35327;2.024;1.966;2.012;36;33.763;21.043;
2023-05-19;07:10:06;5;0.526;1002.07;990.18;438.6;12.945082;1;1000;0;3518647;9;960;0;35329;1.813;1.762;1.803;36.002;33.766;21.065;
2023-05-19;07:11:06;5;0.526;1002.05;990.2;447.875;12.941058;1;1000;0;3518707;8;959;0;35326;1.922;1.867;1.911;35.996;33.766;21.058;
2023-05-19;07:12:06;5;0.526;1001.99;990.18;442.375;12.944297;1;1000;0;3518767;8;959;0;35322;2.072;2.013;2.06;36;33.764;21.083;
2023-05-19;07:13:06;5;0.526;1002.01;990.19;443;12.942235;1;1000;0;3518827;8;959;0;35320;1.955;1.899;1.944;36.001;33.768;21.111;
2023-05-19;07:14:06;5;0.526;1002.07;990.2;439.962;12.945769;1;1000;0;3518887;8;959;0;35322;1.786;1.735;1.776;36;33.77;21.108;
2023-05-19;07:15:06;5;0.526;1002.03;990.19;449.225;12.945475;1;1000;0;3518947;9;960;0;35329;1.6;1.554;1.591;36.001;33.764;21.111;
2023-05-19;07:16:06;5;0.526;1002.06;990.19;450.012;12.945573;1;1000;0;3519007;9;960;0;35334;1.548;1.504;1.538;36;33.766;21.115;
2023-05-19;07:17:06;5;0.526;1002.02;990.17;439.55;12.940469;1;1000;0;3519067;8;960;0;35317;1.738;1.688;1.728;36.004;33.768;21.111;
2023-05-19;07:18:06;5;0.526;1002.04;990.19;440.712;12.942236;1;1000;0;3519127;9;960;0;35325;1.657;1.61;1.647;35.998;33.765;21.111;
2023-05-19;07:19:06;5;0.526;1002.06;990.18;443.725;12.949107;1;1000;0;3519187;8;959;0;35338;1.944;1.889;1.933;36.004;33.759;21.121;
2023-05-19;07:20:06;5;0.526;1002;990.21;446.837;12.942137;1;1000;0;3519247;8;960;0;35317;1.726;1.677;1.716;36.002;33.764;21.115;
2023-05-19;07:21:06;5;0.526;1002.09;990.16;439.975;12.944395;1;1000;0;3519307;7;959;0;35339;1.655;1.608;1.646;36.001;33.76;21.164;
2023-05-19;07:22:06;5;0.526;1002.11;990.18;444.3;12.944886;1;1000;0;3519367;9;959;0;35303;1.947;1.892;1.936;36.003;33.763;21.174;
2023-05-19;07:23:06;5;0.526;1002.1;990.19;441.262;12.947536;1;1000;0;3519427;8;959;0;35325;1.774;1.724;1.764;36.004;33.759;21.171;
2023-05-19;07:24:06;5;0.526;1002.03;990.18;445.875;12.943119;1;1000;0;3519487;8;959;0;35328;1.983;1.926;1.972;35.995;33.76;21.181;
2023-05-19;07:25:06;5;0.526;1002.08;990.2;453.137;12.945671;1;1000;0;3519547;7;959;0;35327;2.048;1.989;2.036;36;33.759;21.181;
2023-05-19;07:26:06;5;0.526;1002.08;990.21;445;12.942334;1;1000;0;3519607;8;959;0;35310;1.771;1.721;1.761;36;33.762;21.182;
2023-05-19;07:27:06;5;0.526;1002.03;990.19;450.212;12.944395;1;1000;0;3519667;7;959;0;35307;1.889;1.835;1.878;36.001;33.761;21.185;
2023-05-19;07:28:06;5;0.526;1002;990.19;448.85;12.948027;1;1000;0;3519727;8;959;0;35330;1.962;1.906;1.95;36;33.762;21.182;
2023-05-19;07:29:06;5;0.526;1002.08;990.19;443.812;12.945082;1;1000;0;3519787;9;960;0;35360;1.725;1.675;1.714;35.999;33.764;21.181;
2023-05-19;07:30:06;5;0.526;1002.11;990.21;450.5;12.942628;1;1000;0;3519847;9;959;0;35324;1.804;1.753;1.794;35.999;33.751;21.188;
2023-05-19;07:31:06;5;0.526;1002.07;990.19;449.362;12.941941;1;1000;0;3519907;8;960;0;35315;1.921;1.867;1.91;35.997;33.758;21.203;
2023-05-19;07:32:06;5;0.526;1002.04;990.21;448.55;12.944886;1;1000;0;3519967;8;959;0;35344;1.789;1.738;1.779;35.996;33.759;21.217;
2023-05-19;07:33:06;5;0.526;1002.06;990.19;445.162;12.943806;1;1000;0;3520027;8;960;0;35343;1.547;1.503;1.538;35.999;33.759;21.238;
2023-05-19;07:34:06;5;0.526;1002.14;990.22;454.05;12.945181;1;1000;0;3520087;8;959;0;35351;1.475;1.433;1.466;36.003;33.759;21.252;
2023-05-19;07:35:06;5;0.526;1002.11;990.23;445.312;12.94626;1;1000;0;3520147;8;960;0;35329;1.86;1.807;1.849;35.996;33.756;21.249;
2023-05-19;07:36:06;5;0.526;1002.07;990.21;443.775;12.943217;1;1000;0;3520207;9;959;0;35322;1.706;1.657;1.696;35.998;33.763;21.253;
2023-05-19;07:37:06;5;0.526;1002.12;990.22;447.025;12.94469;1;1000;0;3520267;8;960;0;35309;1.884;1.83;1.873;35.999;33.76;21.252;
2023-05-19;07:38:06;5;0.526;1002.13;990.22;445.275;12.945966;1;1000;0;3520327;9;960;0;35330;1.823;1.771;1.812;36;33.757;21.252;
2023-05-19;07:39:06;5;0.526;1002.12;990.23;448.412;12.94253;1;1000;0;3520387;8;960;0;35339;1.708;1.659;1.698;36.002;33.76;21.256;
2023-05-19;07:40:06;5;0.526;1002.11;990.22;446.15;12.944199;1;1000;0;3520447;8;959;0;35338;1.914;1.86;1.903;35.998;33.766;21.288;
2023-05-19;07:41:06;5;0.526;1002.08;990.24;448.425;12.944395;1;1000;0;3520507;8;959;0;35335;1.88;1.827;1.869;36.001;33.769;21.306;
2023-05-19;07:42:06;5;0.526;1002.13;990.24;450.425;12.943708;1;1000;0;3520567;8;959;0;35339;1.77;1.719;1.759;36.004;33.764;21.312;
2023-05-19;07:43:06;5;0.526;1002.1;990.27;453.575;12.947733;1;1000;0;3520627;8;959;0;35342;1.859;1.806;1.849;36;33.761;21.309;
2023-05-19;07:44:06;5;0.526;1002.12;990.3;445.287;12.946555;1;1000;0;3520687;9;960;0;35311;1.793;1.742;1.783;35.999;33.764;21.316;
2023-05-19;07:45:06;5;0.526;1002.12;990.29;452.275;12.943119;1;1000;0;3520747;8;959;0;35309;1.678;1.631;1.669;35.999;33.768;21.323;
2023-05-19;07:46:06;5;0.526;1002.19;990.29;449.412;12.942824;1;1000;0;3520807;7;959;0;35321;1.737;1.688;1.727;36.001;33.764;21.323;
2023-05-19;07:47:06;5;0.526;1002.17;990.27;427.775;12.938996;1;1000;0;3520867;8;960;0;35313;1.514;1.47;1.505;36;33.761;21.323;
2023-05-19;07:48:06;5;0.526;1002.14;990.3;457.35;12.955291;1;1000;0;3520927;8;960;0;35335;1.858;1.805;1.847;36;33.763;21.323;
2023-05-19;07:49:06;5;0.526;1002.23;990.3;459.162;12.95107;1;1000;0;3520987;9;960;0;35338;1.707;1.659;1.697;35.996;33.762;21.327;
2023-05-19;07:50:06;5;0.526;1002.21;990.27;447.512;12.941058;1;1000;0;3521047;8;959;0;35338;1.768;1.718;1.758;35.999;33.759;21.326;
2023-05-19;07:51:06;5;0.526;1002.15;990.26;425.362;12.9388;1;1000;0;3521107;8;960;0;35308;1.992;1.936;1.981;36.001;33.767;21.334;
