CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;
CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;
Date;Time;Weekday;P_pump;p_TDLAS;p_in;I_total;U_supply;external_pump;internal_1;internal_2;Runtime;internal_3;internal_4;internal_5;internal_6;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
-;-;-;W;mbar;mbar;mA;V;-;-;-;s;-;-;-;-;ppm;µatm;ppm;°C;°C;%;
2023-05-17;14:00:36;3;0.496;991.45;980.08;1199.125;12.47744;1;1000;0;3457666;12;976;0;22138;2.226;2.139;2.211;23.674;22.44;38.163;
2023-05-17;14:01:36;3;0.498;991.41;979.8;1197.887;12.47793;1;1000;0;3457726;10;979;0;23107;1.982;1.903;1.968;24.476;22.69;37.752;
2023-05-17;14:02:36;3;0.499;991.39;979.74;1196.787;12.478323;1;1000;0;3457786;8;981;0;23815;1.821;1.749;1.809;25.115;22.962;37.323;
2023-05-17;14:04:21;3;0.503;991.39;979.72;1195.837;12.478519;1;1000;0;3457891;6;983;0;24674;1.793;1.722;1.781;26.109;23.468;36.513;
2023-05-17;14:06:16;3;0.505;991.41;979.67;1194.351;12.477709;1;1000;0;3458006;7;984;0;25236;1.314;1.261;1.305;26.909;23.957;35.76;
2023-05-17;14:07:16;3;0.507;991.4;979.64;1193.45;12.477538;1;1000;0;3458066;6;984;0;25634;1.745;1.676;1.734;27.57;24.422;35.11;
2023-05-17;14:19:11;3;0.513;991.31;979.2;1188.708;12.481022;1;1000;0;3458777;9;980;0;27988;2.133;2.048;2.119;31.742;27.75;30.778;
2023-05-17;14:20:11;3;0.515;991.21;979.09;1188.787;12.480973;1;1000;0;3458837;12;979;0;28634;2.035;1.954;2.022;32.85;28.662;29.642;
2023-05-17;14:21:11;3;0.515;991.3;979.05;1188.312;12.481268;1;1000;0;3458897;11;978;-1;25967;1.805;1.732;1.793;33.207;28.971;29.312;
2023-05-17;14:22:11;3;0.516;991.44;979.04;1187.087;12.482053;1;1000;0;3458957;12;977;0;29074;1.835;1.761;1.823;33.56;29.271;28.972;
2023-05-17;14:23:11;3;0.516;991.28;979.07;1187.125;12.482348;1;1000;0;3459017;12;977;0;29290;1.78;1.709;1.768;33.904;29.58;28.623;
2023-05-17;14:24:11;3;0.517;991.2;979.08;1185.8;12.482544;1;1000;0;3459077;12;976;0;29513;2.096;2.012;2.082;34.245;29.883;28.3;
2023-05-17;14:25:11;3;0.517;991.48;979.03;1185.437;12.483133;1;1000;0;3459137;14;975;0;29751;1.923;1.846;1.91;34.578;30.178;27.985;
2023-05-17;14:26:11;3;0.518;991.4;979.01;1184.737;12.483624;1;1000;0;3459197;14;976;0;29949;1.277;1.226;1.269;34.905;30.46;27.662;
2023-05-17;14:27:11;3;0.518;991.03;979.02;1184.837;12.48333;1;1000;0;3459257;14;975;-1;27154;1.447;1.389;1.438;35.231;30.75;27.356;
2023-05-17;14:28:11;3;0.519;991.15;978.96;1184.65;12.483526;1;1000;0;3459317;15;974;0;30370;1.533;1.471;1.523;35.547;31.038;27.056;
2023-05-17;14:29:11;3;0.519;991.41;978.97;1183.612;12.48382;1;1000;0;3459377;14;974;0;30603;1.49;1.43;1.48;35.861;31.31;26.769;
2023-05-17;14:30:11;3;0.519;991.27;978.92;988.05;12.565982;1;1000;0;3459437;14;974;-1;27727;1.512;1.451;1.501;36.089;31.576;26.504;
2023-05-17;14:31:11;3;0.519;991.29;978.91;817.25;12.643529;1;1000;0;3459497;16;973;0;31040;1.682;1.614;1.671;36.023;31.789;26.266;
2023-05-17;14:32:11;3;0.519;991.26;978.91;769.875;12.66002;1;1000;0;3459557;15;972;0;31232;1.641;1.575;1.63;36.012;31.956;26.087;
2023-05-17;14:33:11;3;0.519;991.27;978.89;731.862;12.678475;1;1000;0;3459617;16;971;0;31377;1.651;1.585;1.64;36.012;32.102;25.917;
2023-05-17;14:34:11;3;0.519;991.28;978.85;702.212;12.696635;1;1000;0;3459677;16;970;0;31580;1.856;1.781;1.844;36.004;32.231;25.786;
2023-05-17;14:35:11;3;0.52;991.28;978.84;669.587;12.706451;1;1000;0;3459737;17;969;0;31749;1.765;1.694;1.754;36.006;32.353;25.652;
2023-05-17;14:36:11;3;0.52;991.3;978.83;645.925;12.715874;1;1000;0;3459797;18;969;-1;28718;1.798;1.726;1.786;36.014;32.459;25.517;
2023-05-17;14:37:11;3;0.52;991.26;978.78;640.4;12.719016;1;1000;0;3459857;18;968;0;32070;1.897;1.82;1.885;35.999;32.543;25.415;
2023-05-17;14:38:11;3;0.521;991.17;978.78;622.775;12.727065;1;1000;0;3459917;18;968;0;32252;2.063;1.98;2.05;36.004;32.637;25.324;
2023-05-17;14:39:11;3;0.521;991.19;978.74;606.562;12.730501;1;1000;0;3459977;17;967;0;32398;2.256;2.165;2.241;36.003;32.706;25.256;
2023-05-17;14:40:11;3;0.521;991.18;978.78;601.075;12.734329;1;1000;0;3460037;17;967;0;32533;2.32;2.227;2.305;36.003;32.78;25.17;
2023-05-17;14:41:11;3;0.521;991.14;978.76;586.362;12.739433;1;1000;0;3460097;17;966;0;32672;2.497;2.396;2.481;36.002;32.84;25.125;
2023-05-17;14:42:11;3;0.521;991.08;978.71;583.225;12.745029;1;1000;0;3460157;18;966;0;32816;2.544;2.441;2.527;36.001;32.9;25.063;
2023-05-17;14:43:11;3;0.521;991.15;978.73;572.45;12.746305;1;1000;0;3460217;19;966;0;32914;2.703;2.594;2.685;35.999;32.95;25;
2023-05-17;14:44:11;3;0.521;991.08;978.75;564.937;12.751115;1;1000;0;3460277;19;966;0;33033;2.5;2.399;2.484;36.003;32.993;24.961;
2023-05-17;15:10:59;3;0.519;990.89;978.56;602.295;12.735061;1;1000;0;3460988;19;965;0;33084;2.211;2.121;2.196;36.001;32.903;25.044;
2023-05-17;15:11:59;3;0.519;990.82;978.55;592.812;12.740022;1;1000;0;3461048;19;965;0;33080;2.46;2.359;2.443;36.006;32.958;24.997;
2023-05-17;15:12:59;3;0.519;990.89;978.5;578.55;12.746501;1;1000;0;3461108;19;965;0;33080;2.569;2.465;2.552;36.007;33.013;24.941;
2023-05-17;15:13:59;3;0.52;990.88;978.51;563.862;12.748955;1;1000;0;3461168;19;965;0;33080;2.549;2.446;2.532;36;33.062;24.917;
2023-05-17;15:14:59;3;0.52;990.91;978.5;556.262;12.751703;1;1000;0;3461228;19;965;0;33080;2.42;2.322;2.404;36.002;33.118;24.868;
2023-05-17;15:40:59;3;0.519;990.65;978.47;574.15;12.746697;1;1000;0;3461888;7;966;0;33453;2.611;2.504;2.594;36.005;33.047;25.423;
2023-05-17;15:41:59;3;0.52;990.66;978.39;566.475;12.749348;1;1000;0;3461948;7;965;0;33549;2.507;2.405;2.491;36;33.11;25.357;
2023-05-17;15:42:59;3;0.52;990.66;978.37;553.65;12.757397;1;1000;0;3462008;8;965;0;33670;2.458;2.358;2.442;36.003;33.156;25.298;
2023-05-17;15:43:59;3;0.52;990.64;978.4;542.812;12.765741;1;1000;0;3462068;8;964;0;33754;2.472;2.371;2.456;36.007;33.214;25.26;
2023-05-17;15:44:59;3;0.521;990.67;978.3;536.237;12.762305;1;1000;0;3462128;8;964;0;33825;2.509;2.407;2.493;35.998;33.268;25.228;
2023-05-18;14:40:59;4;0.509;996.06;983.95;1200.637;12.609271;1;1000;0;3462788;9;965;0;33830;1.593;1.537;1.583;29.077;25.425;32.971;
2023-05-18;14:41:59;4;0.51;995.89;983.96;1199.725;12.609762;1;1000;0;3462848;9;965;0;33830;1.744;1.683;1.733;29.51;25.776;32.498;
2023-05-18;14:42:59;4;0.511;995.97;983.93;1199.15;12.609762;1;1000;0;3462908;9;965;0;33830;2.016;1.945;2.003;29.94;26.121;32.027;
2023-05-18;14:43:59;4;0.511;996.04;983.97;1199.312;12.609173;1;1000;0;3462968;9;965;0;33830;1.631;1.573;1.62;30.358;26.455;31.546;
2023-05-18;14:44:59;4;0.512;996;983.91;1198.387;12.608289;1;1000;0;3463028;9;965;0;33830;1.806;1.743;1.795;30.765;26.78;31.074;
2023-05-18;15:10:59;4;0.514;996.15;983.96;1195.162;12.612117;1;1000;0;3463688;1;976;-1;26552;1.766;1.704;1.755;33.694;29.447;27.568;
2023-05-18;15:11:59;4;0.515;996.2;983.99;1194.637;12.612314;1;1000;0;3463748;1;976;0;29727;1.843;1.779;1.832;34.056;29.751;27.24;
2023-05-18;15:12:59;4;0.515;996.28;984.01;1194.35;12.612608;1;1000;0;3463808;1;975;-1;26925;1.937;1.869;1.925;34.412;30.049;26.938;
2023-05-18;15:13:59;4;0.516;996.21;984.01;1194.287;12.612412;1;1000;0;3463868;3;975;0;30112;1.902;1.836;1.89;34.761;30.334;26.631;
2023-05-18;15:14:59;4;0.516;996.2;984.02;1195.025;12.613001;1;1000;0;3463928;2;974;0;30323;1.458;1.407;1.449;35.102;30.624;26.33;
2023-05-18;15:40:59;4;0.518;996.66;984.46;756.225;12.806674;1;1000;0;3464588;2;975;0;30310;1.711;1.652;1.7;36.011;32.096;24.85;
2023-05-18;15:41:59;4;0.518;996.72;984.46;721.125;12.827386;1;1000;0;3464648;2;975;0;30310;1.742;1.682;1.731;36.008;32.238;24.717;
2023-05-18;15:42:59;4;0.519;996.86;984.5;677.962;12.840933;1;1000;0;3464708;2;975;0;30310;1.866;1.802;1.854;36.007;32.367;24.575;
2023-05-18;15:43:59;4;0.519;996.81;984.45;652.325;12.851632;1;1000;0;3464768;2;975;0;30310;1.912;1.846;1.9;36.004;32.478;24.478;
2023-05-18;15:44:59;4;0.519;996.7;984.44;628.712;12.861448;1;1000;0;3464828;2;975;0;30310;2.097;2.025;2.084;36.01;32.568;24.362;
2023-05-18;16:24:06;4;0.518;997.04;984.89;742.187;12.82022;1;1000;0;3465487;4;969;0;32318;1.343;1.298;1.335;36.012;32.282;24.671;
2023-05-18;16:25:06;4;0.519;997.13;984.85;691.25;12.84054;1;1000;0;3465547;4;969;0;32457;1.726;1.667;1.715;36.013;32.431;24.489;
2023-05-18;16:26:06;4;0.519;997.1;984.88;656.837;12.853988;1;1000;0;3465607;6;968;0;32601;1.834;1.772;1.823;36.005;32.547;24.343;
2023-05-18;16:27:06;4;0.519;997.07;984.86;637.087;12.867731;1;1000;0;3465667;6;968;0;32753;1.935;1.869;1.923;36.006;32.654;24.206;
2023-05-18;16:28:06;4;0.519;997.04;984.82;612.587;12.873621;1;1000;0;3465727;6;967;0;32887;2.258;2.181;2.244;36.003;32.752;24.101;
2023-05-18;16:29:06;4;0.52;997.03;984.81;592.1;12.881964;1;1000;0;3465787;7;966;0;33012;2.317;2.238;2.303;36.002;32.842;24.01;
2023-05-18;16:30:06;4;0.52;997;984.81;580.837;12.890112;1;1000;0;3465847;6;965;0;33128;2.53;2.444;2.515;36.001;32.92;23.909;
2023-05-18;16:31:06;4;0.52;997.01;984.78;560.787;12.89502;1;1000;0;3465907;6;965;0;33207;2.504;2.419;2.489;36;32.984;23.812;
2023-05-18;16:32:06;4;0.521;996.96;984.77;558.975;12.898455;1;1000;0;3465967;7;965;0;33322;2.676;2.585;2.659;36.002;33.047;23.742;
2023-05-18;16:33:06;4;0.521;997.02;984.73;549.775;12.903364;1;1000;0;3466027;7;964;0;33452;2.46;2.375;2.444;36;33.096;23.665;
2023-05-18;16:34:06;4;0.522;997.02;984.73;535.325;12.90621;1;1000;0;3466087;7;964;0;33543;2.451;2.368;2.436;36.002;33.138;23.594;
2023-05-18;16:35:06;4;0.522;997.08;984.74;534.375;12.909253;1;1000;0;3466147;7;963;0;33648;2.542;2.455;2.526;36.004;33.178;23.505;
2023-05-18;16:36:06;4;0.522;997.08;984.72;529.112;12.912493;1;1000;0;3466207;7;963;0;33714;2.262;2.185;2.248;35.998;33.222;23.449;
2023-05-18;16:37:06;4;0.522;997.11;984.79;517.35;12.91475;1;1000;0;3466267;8;963;0;33811;2.225;2.149;2.211;36.002;33.254;23.391;
2023-05-18;16:38:06;4;0.522;997.11;984.75;513.987;12.919756;1;1000;0;3466327;8;963;0;33917;2.548;2.461;2.533;36.001;33.285;23.337;
2023-05-18;16:39:06;4;0.523;997.14;984.74;504.912;12.920149;1;1000;0;3466387;8;963;0;33992;2.211;2.136;2.198;36.001;33.315;23.272;
2023-05-18;16:40:06;4;0.523;997.11;984.79;512;12.921621;1;1000;0;3466447;8;963;0;34040;2.298;2.22;2.284;36;33.341;23.253;
2023-05-18;16:41:06;4;0.523;997.18;984.77;502.325;12.925155;1;1000;0;3466507;9;963;0;34108;2.315;2.236;2.301;36;33.362;23.202;
2023-05-18;16:42:06;4;0.523;997.05;984.73;497.287;12.923977;1;1000;0;3466567;9;963;0;34185;2.369;2.288;2.354;35.999;33.393;23.186;
2023-05-18;16:43:06;4;0.523;997;984.75;497.637;12.923388;1;1000;0;3466627;8;962;0;34206;2.176;2.102;2.163;36;33.41;23.134;
2023-05-18;16:44:06;4;0.523;997.1;984.74;496.812;12.924174;1;1000;0;3466687;8;962;0;34272;2.134;2.061;2.121;35.998;33.433;23.136;
2023-05-18;16:45:06;4;0.523;996.93;984.71;483.812;12.927315;1;1000;0;3466747;9;962;0;34317;2.069;1.998;2.056;35.999;33.443;23.066;
2023-05-18;16:46:06;4;0.523;997;984.73;486.887;12.929965;1;1000;0;3466807;9;962;0;34368;2.055;1.985;2.042;36.005;33.462;23.067;
2023-05-18;16:47:06;4;0.523;996.99;984.74;484.725;12.930456;1;1000;0;3466867;9;962;0;34432;1.899;1.834;1.887;36.002;33.475;23.061;
2023-05-18;16:48:06;4;0.524;997.05;984.75;481.412;12.930947;1;1000;0;3466927;8;962;0;34461;1.952;1.885;1.939;36.001;33.495;23.003;
2023-05-18;16:49:06;4;0.523;997.15;984.79;479.962;12.932812;1;1000;0;3466987;8;962;0;34530;1.958;1.891;1.946;36.003;33.507;23;
2023-05-18;16:50:06;4;0.524;996.99;984.72;480.875;12.931732;1;1000;0;3467047;9;962;-1;31114;1.968;1.901;1.956;36;33.522;22.994;
2023-05-18;16:51:06;4;0.524;997.07;984.76;470.525;12.930751;1;1000;0;3467107;9;962;0;34572;1.147;1.107;1.139;36.003;33.533;22.963;
2023-05-18;16:52:06;4;0.523;997.05;984.77;472.2;12.93183;1;1000;0;3467167;8;962;0;34650;1.89;1.825;1.878;36.001;33.542;22.932;
2023-05-18;16:53:06;4;0.524;997.1;984.78;476.012;12.938407;1;1000;0;3467227;8;961;0;34696;1.972;1.905;1.96;36;33.547;22.932;
2023-05-18;16:54:06;4;0.524;997.18;984.8;470.812;12.934186;1;1000;0;3467287;8;961;0;34725;2.06;1.99;2.047;36.003;33.565;22.919;
2023-05-18;16:55:06;4;0.524;997.18;984.76;470.9;12.933401;1;1000;0;3467347;8;962;0;34759;1.722;1.663;1.711;36;33.577;22.888;
2023-05-18;16:56:06;4;0.524;997.15;984.75;468.675;12.935462;1;1000;0;3467407;9;962;0;34759;1.76;1.7;1.749;35.999;33.586;22.868;
2023-05-18;16:57:06;4;0.524;997.1;984.75;468.537;12.936248;1;1000;0;3467467;8;961;0;34782;1.99;1.922;1.978;36.001;33.598;22.865;
2023-05-18;16:58:06;4;0.525;997.13;984.71;466.387;12.937229;1;1000;0;3467527;8;961;0;34804;1.983;1.915;1.971;35.999;33.603;22.848;
2023-05-18;16:59:06;4;0.524;997.17;984.69;468.962;12.936542;1;1000;0;3467587;8;961;0;34861;1.94;1.874;1.928;36.002;33.617;22.81;
2023-05-18;17:00:06;4;0.525;997.1;984.69;465.362;12.934873;1;1000;0;3467647;9;961;0;34863;1.716;1.657;1.705;35.998;33.626;22.797;
2023-05-18;17:01:06;4;0.524;997.18;984.66;462.625;12.942334;1;1000;0;3467707;9;961;0;34866;1.928;1.862;1.916;35.998;33.624;22.797;
2023-05-18;17:02:06;4;0.524;997.07;984.64;465.075;12.939389;1;1000;0;3467767;8;961;0;34910;1.87;1.806;1.859;35.997;33.639;22.794;
2023-05-18;17:03:06;4;0.525;997.06;984.64;472.825;12.943708;1;1000;0;3467827;8;961;0;34908;1.711;1.652;1.7;36.004;33.649;22.798;
2023-05-18;17:04:06;4;0.525;997.14;984.6;459.15;12.945082;1;1000;0;3467887;8;961;0;34951;1.903;1.838;1.891;36.002;33.653;22.777;
2023-05-18;17:05:06;4;0.525;997.14;984.6;460.6;12.938702;1;1000;0;3467947;8;961;0;34992;1.941;1.874;1.929;36.002;33.656;22.728;
2023-05-18;17:06:06;4;0.525;997.16;984.61;450.775;12.937229;1;1000;0;3468007;8;961;0;35012;1.873;1.809;1.862;36.004;33.665;22.729;
2023-05-18;17:07:06;4;0.525;997.05;984.6;458.35;12.943021;1;1000;0;3468067;8;961;0;34994;1.838;1.775;1.827;35.997;33.672;22.729;
2023-05-18;17:08:06;4;0.525;997.11;984.6;461.575;12.943512;1;1000;0;3468127;7;961;0;35017;1.648;1.592;1.638;36.002;33.67;22.718;
2023-05-18;17:09:06;4;0.525;997.21;984.62;469.762;12.939585;1;1000;0;3468187;8;961;0;35060;1.659;1.602;1.649;36.001;33.677;22.68;
2023-05-18;17:10:06;4;0.525;997.11;984.66;447.125;12.940959;1;1000;0;3468247;8;961;0;35069;1.877;1.813;1.865;35.997;33.683;22.662;
2023-05-18;17:11:06;4;0.525;997.2;984.64;466.95;12.950972;1;1000;0;3468307;8;961;0;35060;1.83;1.767;1.819;35.997;33.689;22.66;
2023-05-18;17:12:06;4;0.525;997.11;984.62;465.05;12.94626;1;1000;0;3468367;8;961;0;35104;1.7;1.642;1.689;36;33.688;22.638;
2023-05-18;17:13:06;4;0.525;997.23;984.68;457.275;12.94361;1;1000;0;3468427;8;961;0;35107;1.768;1.707;1.757;35.999;33.699;22.632;
2023-05-18;17:14:06;4;0.525;997.22;984.71;450.637;12.938505;1;1000;0;3468487;8;960;0;35110;1.8;1.738;1.789;36.001;33.708;22.598;
2023-05-18;17:15:06;4;0.525;997.16;984.71;459.287;12.946849;1;1000;0;3468547;9;961;0;35157;1.598;1.543;1.588;35.999;33.713;22.591;
2023-05-18;17:16:06;4;0.525;997.25;984.67;441.3;12.939487;1;1000;0;3468607;7;961;0;35144;1.795;1.734;1.784;36.001;33.71;22.591;
2023-05-18;17:17:06;4;0.526;997.1;984.69;457.262;12.947733;1;1000;0;3468667;7;960;0;35167;1.737;1.677;1.726;36.002;33.721;22.591;
2023-05-18;17:18:06;4;0.526;997.22;984.69;452.35;12.948224;1;1000;0;3468727;8;961;0;35202;1.869;1.805;1.857;36.002;33.727;22.599;
2023-05-18;17:19:06;4;0.525;997.15;984.68;459.062;12.950678;1;1000;0;3468787;9;961;0;35169;1.629;1.573;1.619;36.003;33.731;22.592;
2023-05-18;17:20:06;4;0.525;997.16;984.63;442.55;12.942628;1;1000;0;3468847;8;961;0;35189;1.878;1.814;1.867;35.996;33.733;22.596;
2023-05-18;17:21:06;4;0.525;997.19;984.71;463.55;12.950383;1;1000;0;3468907;7;960;0;35193;1.828;1.766;1.817;35.997;33.725;22.588;
2023-05-18;17:22:06;4;0.525;997.13;984.67;443.737;12.952543;1;1000;0;3468967;8;961;0;35187;1.994;1.926;1.982;36.002;33.737;22.582;
2023-05-18;17:23:06;4;0.526;997.09;984.71;453.937;12.94842;1;1000;0;3469027;8;961;0;35216;1.583;1.529;1.573;36;33.749;22.575;
2023-05-18;17:24:06;4;0.526;997.14;984.74;441.862;12.940567;1;1000;0;3469087;8;960;0;35220;1.812;1.75;1.801;35.995;33.747;22.579;
2023-05-18;17:25:06;4;0.526;997.18;984.73;447.087;12.946456;1;1000;0;3469147;8;960;0;35260;1.662;1.605;1.652;36.002;33.753;22.555;
2023-05-18;17:26:06;4;0.526;997.21;984.71;458.962;12.945279;1;1000;0;3469207;8;960;0;35292;2.088;2.017;2.076;35.997;33.751;22.565;
2023-05-18;17:27:06;4;0.526;997.14;984.7;451.037;12.945671;1;1000;0;3469267;9;960;0;35282;1.901;1.836;1.889;36;33.757;22.551;
2023-05-18;17:28:06;4;0.526;997.12;984.68;446.85;12.939978;1;1000;0;3469327;8;960;0;35271;1.646;1.59;1.636;35.999;33.768;22.555;
2023-05-18;17:29:06;4;0.526;997.14;984.69;448.05;12.952052;1;1000;0;3469387;8;960;0;35307;1.654;1.597;1.644;36;33.766;22.534;
2023-05-18;17:30:06;4;0.526;997.16;984.69;451.975;12.943904;1;1000;0;3469447;7;960;0;35294;2.107;2.035;2.094;35.999;33.767;22.531;
2023-05-18;17:31:06;4;0.526;997.19;984.67;437.737;12.944984;1;1000;0;3469507;8;960;0;35302;1.925;1.859;1.914;36.001;33.77;22.531;
2023-05-18;17:32:06;4;0.526;997.21;984.66;457.962;12.947635;1;1000;0;3469567;7;960;0;35297;1.788;1.727;1.777;35.995;33.789;22.522;
2023-05-18;17:33:06;4;0.526;997.09;984.68;450.712;12.945475;1;1000;0;3469627;9;960;0;35338;1.921;1.856;1.909;35.997;33.781;22.525;
2023-05-18;17:34:06;4;0.526;997.13;984.68;438.35;12.954113;1;1000;0;3469687;8;960;0;35316;1.771;1.71;1.76;36.004;33.781;22.493;
2023-05-18;17:35:06;4;0.526;997.11;984.68;454.737;12.954408;1;1000;0;3469747;8;960;0;35298;1.611;1.556;1.601;35.998;33.786;22.507;
2023-05-18;17:36:06;4;0.526;997.11;984.66;438.837;12.955782;1;1000;0;3469807;7;960;0;35324;1.829;1.766;1.818;36.008;33.788;22.483;
2023-05-18;17:37:06;4;0.526;997.16;984.67;442.85;12.947929;1;1000;0;3469867;7;960;0;35320;1.696;1.638;1.685;35.997;33.787;22.483;
2023-05-18;17:38:06;4;0.526;997.12;984.67;441.15;12.947929;1;1000;0;3469927;8;960;0;35354;1.949;1.882;1.937;35.999;33.798;22.498;
2023-05-18;17:39:06;4;0.526;997.15;984.69;437.525;12.951463;1;1000;0;3469987;8;960;0;35349;1.837;1.774;1.826;36.002;33.8;22.487;
2023-05-18;17:40:06;4;0.526;997.14;984.7;443.1;12.945278;1;1000;0;3470047;8;960;0;35353;1.754;1.694;1.743;35.998;33.813;22.516;
2023-05-18;17:41:06;4;0.526;997.07;984.69;424.487;12.944395;1;1000;0;3470107;7;960;0;35356;1.852;1.789;1.841;36.002;33.802;22.522;
2023-05-18;17:42:06;4;0.526;997.16;984.68;442;12.945377;1;1000;0;3470167;8;960;0;35396;1.792;1.731;1.781;36;33.8;22.498;
2023-05-18;17:43:06;4;0.526;997.19;984.69;440.325;12.949598;1;1000;0;3470227;7;960;0;35387;1.807;1.745;1.796;35.998;33.805;22.48;
2023-05-18;17:44:06;4;0.526;997.16;984.74;444.837;12.950285;1;1000;0;3470287;8;960;0;35380;1.784;1.723;1.773;36.001;33.814;22.47;
2023-05-18;17:45:06;4;0.526;997.24;984.77;436.325;12.94999;1;1000;0;3470347;7;960;0;35368;1.773;1.713;1.762;35.998;33.814;22.481;
2023-05-18;17:46:06;4;0.526;997.19;984.8;442.7;12.948714;1;1000;0;3470407;8;960;0;35406;1.849;1.786;1.838;35.994;33.818;22.485;
2023-05-18;17:47:06;4;0.526;997.17;984.82;439.037;12.950285;1;1000;0;3470467;8;960;0;35387;1.858;1.795;1.847;35.999;33.817;22.471;
2023-05-18;17:48:06;4;0.526;997.18;984.79;432.912;12.950874;1;1000;0;3470527;7;960;0;35390;1.895;1.83;1.884;36.002;33.817;22.47;
2023-05-18;17:49:06;4;0.526;997.14;984.83;437.062;12.949205;1;1000;0;3470587;8;960;0;35384;2.057;1.986;2.044;35.996;33.81;22.47;
2023-05-18;17:50:06;4;0.526;997.15;984.84;445.45;12.945278;1;1000;0;3470647;8;960;0;35406;1.762;1.702;1.751;35.998;33.825;22.471;
2023-05-18;17:51:06;4;0.526;997.26;984.88;437.587;12.952935;1;1000;0;3470707;7;960;0;35443;1.829;1.767;1.818;36.001;33.83;22.461;
2023-05-18;17:52:06;4;0.526;997.18;984.89;437.687;12.949107;1;1000;0;3470767;8;960;0;35429;1.994;1.926;1.982;36;33.825;22.461;
2023-05-18;17:53:06;4;0.526;997.24;984.87;429.362;12.949401;1;1000;0;3470827;8;960;0;35448;1.655;1.599;1.645;36.001;33.83;22.478;
2023-05-18;17:54:06;4;0.526;997.25;984.87;440.562;12.953524;1;1000;0;3470887;8;960;-1;31919;1.82;1.758;1.809;36;33.824;22.492;
2023-05-18;17:55:06;4;0.526;997.27;984.9;442.75;12.957647;1;1000;0;3470947;7;960;0;35442;1.939;1.873;1.927;36;33.833;22.472;
2023-05-18;17:56:06;4;0.526;997.24;984.9;446.062;12.947831;1;1000;0;3471007;8;960;0;35445;1.921;1.855;1.908;35.998;33.826;22.468;
2023-05-18;17:57:06;4;0.526;997.23;984.93;435.112;12.951168;1;1000;0;3471067;8;960;0;35447;2.25;2.174;2.237;35.998;33.832;22.461;
2023-05-18;17:58:06;4;0.526;997.23;984.92;414.462;12.945671;1;1000;0;3471127;7;960;0;35445;2.15;2.077;2.137;36;33.838;22.458;
2023-05-18;17:59:06;4;0.526;997.25;984.89;432.687;12.946064;1;1000;0;3471187;8;960;0;35436;2.065;1.995;2.052;36.001;33.843;22.458;
2023-05-18;18:00:06;4;0.526;997.29;984.92;430.687;12.949696;1;1000;0;3471247;8;960;0;35433;1.786;1.725;1.775;36;33.838;22.458;
2023-05-18;18:01:06;4;0.526;997.33;984.92;436.6;12.945377;1;1000;0;3471307;8;960;0;35446;2.197;2.122;2.183;35.998;33.835;22.458;
2023-05-18;18:02:06;4;0.526;997.31;984.89;434.437;12.953622;1;1000;0;3471367;7;960;0;35443;2.002;1.934;1.99;35.996;33.845;22.458;
2023-05-18;18:03:06;4;0.526;997.31;984.92;428.137;12.949696;1;1000;0;3471427;8;960;0;35447;1.936;1.87;1.924;36.004;33.842;22.458;
2023-05-18;18:04:06;4;0.526;997.3;984.93;427.587;12.950579;1;1000;0;3471487;8;960;0;35460;2.121;2.049;2.108;36;33.844;22.458;
2023-05-18;18:05:06;4;0.526;997.28;984.9;436.45;12.95323;1;1000;0;3471547;7;960;0;35472;1.958;1.892;1.946;35.997;33.849;22.459;
2023-05-18;18:06:06;4;0.526;997.32;984.91;421.987;12.951855;1;1000;0;3471607;8;960;0;35472;1.772;1.712;1.761;35.999;33.846;22.458;
2023-05-18;18:07:06;4;0.526;997.32;984.98;432.125;12.951561;1;1000;0;3471667;8;960;0;35475;2.021;1.953;2.009;36;33.844;22.458;
2023-05-18;18:08:06;4;0.526;997.29;984.95;434.662;12.954408;1;1000;0;3471727;8;960;0;35453;1.837;1.775;1.826;35.997;33.84;22.458;
2023-05-18;18:09:06;4;0.526;997.28;985.01;426.962;12.952641;1;1000;0;3471787;7;960;0;35486;2.062;1.992;2.05;36.002;33.845;22.458;
2023-05-18;18:10:06;4;0.526;997.31;985;433.6;12.954015;1;1000;0;3471847;8;960;0;35509;2.04;1.971;2.028;35.996;33.846;22.451;
2023-05-18;18:11:06;4;0.526;997.31;985.02;429.937;12.951855;1;1000;0;3471907;8;960;0;35484;1.979;1.912;1.967;35.999;33.85;22.42;
