Measurement type,Year,Month,Day,Hour,Minute,Second,Zero A/D,Current A/D,CO2,IRGA temperature,Humidity,Humidity sensor temperature,Cell gas pressure,Battery voltage
%s,%4.0f,%2.0f,%2.0f,%2.0f,%2.0f,%2.0f,%5.0f,%5.0f,%03.02f,%02.1f,%02.2f,%02.2f,%04d,%02.1f
W M,2023,05,16,16,49,30,54437,50341,549.01,45.00,9.20,22.30,0985,11.5
W M,2023,05,16,16,59,34,54437,50309,554.78,45.00,9.30,22.30,0984,11.5
W M,2023,05,16,17,09,39,54437,50356,546.21,45.00,9.30,22.30,0985,11.6
W M,2023,05,16,17,19,44,54437,50358,545.92,45.00,9.30,22.40,0985,11.4
W M,2023,05,16,17,29,48,54437,50360,545.63,45.00,9.30,22.40,0985,11.6
W M,2023,05,16,17,39,53,54437,50391,539.58,45.00,9.30,22.40,0986,11.4
W M,2023,05,16,17,49,58,54437,50360,544.96,45.00,9.30,22.40,0986,11.5
W M,2023,05,16,18,00,03,54437,50357,545.64,45.00,9.30,22.40,0985,11.5
W M,2023,05,16,18,10,07,54437,50345,547.59,45.00,9.30,22.40,0986,11.6
W M,2023,05,16,18,20,12,54437,50346,547.15,45.00,9.30,22.40,0986,11.5
W M,2023,05,16,18,30,17,54437,50348,546.56,45.00,9.30,22.40,0986,11.6
W M,2023,05,16,18,40,22,54437,50335,548.62,45.00,9.30,22.40,0986,11.6
W M,2023,05,16,18,50,26,54437,50328,549.51,45.00,9.30,22.40,0987,11.6
W M,2023,05,16,19,00,31,54437,50363,543.25,45.00,9.30,22.40,0987,11.4
W M,2023,05,16,19,10,36,54437,50379,540.09,45.00,9.30,22.40,0988,11.5
W M,2023,05,16,19,20,41,54437,50354,544.50,45.00,9.30,22.40,0988,11.6
W M,2023,05,16,19,30,45,54437,50364,542.64,45.00,9.30,22.40,0988,11.5
W M,2023,05,16,19,40,50,54437,50378,540.25,45.00,9.30,22.40,0988,11.6
W M,2023,05,16,19,50,55,54437,50383,539.29,45.00,9.30,22.40,0988,11.5
W M,2023,05,16,20,00,59,54437,50385,539.48,45.00,9.30,22.40,0987,11.6
W M,2023,05,16,20,11,04,54437,50377,540.58,45.00,9.30,22.40,0987,11.5
W M,2023,05,16,20,21,09,54437,50378,540.55,45.00,9.30,22.40,0987,11.5
W M,2023,05,16,20,31,14,54437,50375,541.03,45.00,9.30,22.40,0987,11.4
W M,2023,05,16,20,41,18,54437,50374,540.79,45.00,9.30,22.40,0988,11.5
W M,2023,05,16,20,51,23,54437,50365,542.28,45.00,9.30,22.40,0988,11.5
W M,2023,05,16,21,01,28,54437,50373,540.94,45.00,9.30,22.40,0988,11.5
W M,2023,05,16,21,11,32,54437,50382,539.32,45.00,9.30,22.40,0988,11.6
W M,2023,05,16,21,21,37,54437,50408,534.70,45.00,9.40,22.40,0988,11.5
W M,2023,05,16,21,31,42,54437,50425,531.83,45.00,9.40,22.40,0988,11.5
W M,2023,05,16,21,41,47,54437,50394,537.10,45.00,9.40,22.40,0988,11.4
W M,2023,05,16,21,51,51,54437,50444,528.51,45.00,9.40,22.40,0988,11.5
W M,2023,05,16,22,02,48,54428,50604,498.52,45.00,9.30,22.40,0990,11.4
W M,2023,05,16,22,12,53,54428,50469,522.15,45.00,9.40,22.50,0989,11.7
W M,2023,05,16,22,22,58,54428,50457,524.07,45.00,9.40,22.50,0989,11.5
W M,2023,05,16,22,33,02,54428,50493,518.38,45.00,9.40,22.50,0989,11.5
W M,2023,05,16,22,43,07,54428,50434,530.82,45.00,9.40,22.50,0985,11.4
W M,2023,05,16,22,53,12,54428,50438,530.57,45.00,9.40,22.40,0985,11.5
W M,2023,05,16,23,03,17,54428,50486,522.12,45.00,9.40,22.50,0985,11.5
W M,2023,05,16,23,13,21,54428,50461,526.57,45.00,9.40,22.50,0985,11.6
W M,2023,05,16,23,23,26,54428,50448,528.67,45.00,9.40,22.50,0985,11.5
W M,2023,05,16,23,33,31,54428,50459,526.59,45.00,9.40,22.50,0985,11.5
W M,2023,05,16,23,43,35,54428,50484,521.67,45.00,9.40,22.50,0986,11.5
W M,2023,05,16,23,53,40,54428,50483,525.18,45.00,9.40,22.50,0982,11.4
W M,2023,05,17,00,03,45,54428,50489,524.72,45.00,9.40,22.50,0981,11.5
W M,2023,05,17,00,13,49,54428,50453,530.97,45.00,9.40,22.50,0981,11.5
W M,2023,05,17,00,23,54,54428,50433,535.37,45.00,9.40,22.50,0980,11.5
W M,2023,05,17,00,33,59,54428,50447,532.59,45.00,9.40,22.50,0980,11.6
W M,2023,05,17,00,44,03,54428,50437,534.84,45.00,9.40,22.50,0979,11.5
W M,2023,05,17,00,54,08,54428,50442,534.49,45.00,9.40,22.50,0979,11.4
W M,2023,05,17,01,04,13,54428,50444,534.27,45.00,9.40,22.50,0979,11.5
W M,2023,05,17,01,14,18,54428,50450,533.16,45.00,9.40,22.50,0979,11.5
W M,2023,05,17,01,24,22,54428,50476,528.69,45.00,9.50,22.50,0979,11.6
W M,2023,05,17,01,34,27,54428,50506,523.38,45.00,9.50,22.50,0979,11.6
W M,2023,05,17,01,44,32,54428,50475,529.21,45.00,9.50,22.50,0978,11.5
W M,2023,05,17,01,54,37,54428,50477,529.21,45.00,9.50,22.50,0978,11.5
W M,2023,05,17,02,04,41,54428,50481,528.42,45.00,9.50,22.50,0978,11.4
W M,2023,05,17,02,14,46,54428,50474,529.13,45.00,9.50,22.50,0978,11.5
W M,2023,05,17,02,24,51,54428,50472,529.15,45.00,9.50,22.50,0979,11.5
W M,2023,05,17,02,34,56,54428,50457,531.00,45.00,9.50,22.60,0980,11.6
W M,2023,05,17,02,45,00,54428,50450,532.30,45.00,9.60,22.60,0980,11.5
W M,2023,05,17,02,55,05,54428,50476,527.66,45.00,9.60,22.60,0980,11.6
W M,2023,05,17,03,05,10,54428,50459,530.31,45.00,9.60,22.60,0980,11.4
W M,2023,05,17,03,15,14,54428,50469,529.29,45.00,9.60,22.60,0979,11.6
W M,2023,05,17,03,25,19,54428,50473,528.81,45.00,9.70,22.60,0979,11.6
W M,2023,05,17,03,35,24,54428,50456,531.53,45.00,9.70,22.60,0979,11.6
W M,2023,05,17,03,45,28,54428,50438,534.06,45.00,9.70,22.60,0980,11.6
W M,2023,05,17,03,55,33,54428,50466,528.98,45.00,9.70,22.60,0980,11.4
W M,2023,05,17,04,06,30,54434,50516,519.48,45.00,9.70,22.70,0983,11.5
W M,2023,05,17,04,16,35,54434,50474,527.90,45.00,9.70,22.70,0981,11.6
W M,2023,05,17,04,26,40,54434,50462,529.81,45.00,9.70,22.80,0981,11.5
W M,2023,05,17,04,36,44,54434,50466,528.93,45.00,9.70,22.80,0982,11.6
W M,2023,05,17,04,46,49,54434,50441,532.95,45.00,9.70,22.80,0982,11.5
W M,2023,05,17,04,56,54,54434,50425,535.02,45.00,9.80,22.80,0983,11.7
W M,2023,05,17,05,06,59,54434,50427,534.32,45.00,9.80,22.70,0983,11.6
W M,2023,05,17,05,17,03,54434,50405,538.42,45.00,9.80,22.80,0983,11.5
W M,2023,05,17,05,27,08,54434,50384,540.62,45.00,9.90,22.80,0985,11.6
W M,2023,05,17,05,37,13,54434,50387,539.60,45.00,9.90,22.80,0986,11.5
W M,2023,05,17,05,47,17,54434,50378,540.75,45.00,9.90,22.80,0986,11.5
W M,2023,05,17,05,57,22,54434,50381,540.08,45.00,9.90,22.80,0986,11.6
W M,2023,05,17,06,07,27,54434,50411,534.55,45.00,9.90,22.80,0987,11.5
W M,2023,05,17,06,17,31,54434,50434,530.30,45.00,9.90,22.80,0987,11.6
W M,2023,05,17,06,27,36,54434,50404,535.33,45.00,9.90,22.80,0987,11.4
W M,2023,05,17,06,37,41,54434,50407,534.56,45.00,9.90,22.80,0988,11.5
W M,2023,05,17,06,47,45,54434,50405,534.77,45.00,10.00,22.80,0988,11.7
W M,2023,05,17,06,57,50,54434,50394,536.17,45.00,10.00,22.80,0989,11.4
W M,2023,05,17,07,07,55,54434,50384,537.67,45.00,10.00,22.80,0989,11.5
W M,2023,05,17,07,17,59,54434,50359,541.93,45.00,10.00,22.80,0989,11.6
W M,2023,05,17,07,28,04,54434,50380,537.11,45.00,9.90,22.80,0991,11.6
W M,2023,05,17,07,38,09,54434,50376,537.75,45.00,9.90,22.80,0991,11.5
W M,2023,05,17,07,48,13,54434,50391,534.72,45.00,9.90,22.80,0991,11.4
W M,2023,05,17,07,58,18,54434,50370,537.90,45.00,9.90,22.80,0992,11.5
W M,2023,05,17,08,08,23,54434,50362,539.30,45.00,9.90,22.80,0992,11.4
W M,2023,05,17,08,18,27,54434,50361,539.22,45.00,9.90,22.80,0992,11.6
W M,2023,05,17,08,28,32,54434,50367,538.03,45.00,10.00,22.80,0993,11.5
W M,2023,05,17,08,38,37,54434,50373,536.70,45.00,10.00,22.80,0993,11.6
W M,2023,05,17,08,48,41,54434,50402,531.56,45.00,10.00,22.80,0993,11.5
W M,2023,05,17,08,58,46,54434,50381,535.02,45.00,10.00,22.80,0993,11.6
W M,2023,05,17,09,08,51,54434,50365,537.65,45.00,10.00,22.80,0993,11.5
W M,2023,05,17,09,18,55,54434,50345,540.73,45.00,10.00,22.90,0994,11.6
W M,2023,05,17,09,29,00,54434,50390,532.96,45.00,10.00,22.90,0994,11.5
W M,2023,05,17,09,39,04,54434,50393,532.13,45.00,10.00,22.90,0994,11.5
W M,2023,05,17,09,49,09,54434,50409,529.02,45.00,10.00,22.90,0995,11.5
W M,2023,05,17,10,00,06,54417,51337,377.96,45.00,9.50,22.80,0995,11.4
W M,2023,05,17,10,10,11,54417,50445,519.93,45.00,10.00,22.90,0995,11.6
W M,2023,05,17,10,20,15,54417,50449,519.16,45.00,10.00,22.90,0995,11.6
W M,2023,05,17,10,30,20,54417,50397,527.63,45.00,10.00,22.90,0996,11.5
W M,2023,05,17,10,40,25,54417,50378,530.44,45.00,10.00,22.90,0996,11.5
W M,2023,05,17,10,50,29,54417,50386,528.93,45.00,10.00,22.90,0997,11.5
W M,2023,05,17,11,00,34,54417,50378,530.64,45.00,10.00,22.90,0996,11.6
W M,2023,05,17,11,10,39,54417,50402,526.11,45.00,10.00,22.90,0997,11.5
W M,2023,05,17,11,20,43,54417,50408,524.85,45.00,10.00,23.00,0997,11.6
W M,2023,05,17,11,30,48,54417,50404,525.48,45.00,10.10,23.00,0997,11.5
W M,2023,05,17,11,40,53,54417,50405,525.26,45.00,10.10,23.00,0997,11.4
W M,2023,05,17,11,50,57,54417,50383,530.16,45.00,10.20,23.00,0996,11.6
W M,2023,05,17,12,01,02,54417,50370,531.78,45.00,10.20,23.10,0996,11.5
W M,2023,05,17,12,11,07,54417,50378,530.70,45.00,10.20,23.00,0996,11.6
W M,2023,05,17,12,21,11,54417,50383,529.80,45.00,10.20,23.00,0996,11.5
W M,2023,05,17,12,31,16,54417,50423,522.13,45.00,10.20,23.00,0997,11.5
W M,2023,05,17,12,41,20,54417,50404,525.36,45.00,10.20,23.00,0997,11.6
W M,2023,05,17,12,51,25,54417,50416,523.58,45.00,10.20,23.00,0997,11.5
W M,2023,05,17,13,01,30,54417,50401,525.57,45.00,10.10,23.00,0998,11.4
W M,2023,05,17,13,11,34,54417,50415,523.37,45.00,10.20,23.00,0997,11.5
W M,2023,05,17,13,21,39,54417,50402,525.42,45.00,10.20,23.00,0998,11.4
W M,2023,05,17,13,31,44,54417,50418,522.47,45.00,10.20,23.00,0998,11.5
W M,2023,05,17,13,41,48,54417,50409,524.09,45.00,10.20,23.00,0998,11.6
W M,2023,05,17,13,51,53,54417,50413,523.43,45.00,10.20,23.10,0998,11.6
W M,2023,05,17,14,01,58,54417,50398,525.72,45.00,10.20,23.10,0998,11.6
W M,2023,05,17,14,12,02,54417,50408,524.10,45.00,10.20,23.10,0998,11.6
W M,2023,05,17,14,22,07,54417,50401,525.18,45.00,10.20,23.00,0998,11.6
W M,2023,05,17,14,32,12,54417,50470,513.23,45.00,10.30,23.10,0999,11.6
W M,2023,05,17,14,42,17,54417,50434,518.95,45.00,10.30,23.10,0999,11.5
W M,2023,05,17,14,52,21,54417,50454,516.36,45.00,10.20,23.10,0998,11.6
W M,2023,05,17,15,02,26,54417,50431,519.79,45.00,10.30,23.10,0999,11.5
W M,2023,05,17,15,12,30,54417,50462,514.28,45.00,10.30,23.10,0999,11.6
W M,2023,05,17,15,22,35,54417,50430,519.55,45.00,10.30,23.10,0999,11.6
W M,2023,05,17,15,32,40,54417,50413,522.41,45.00,10.30,23.10,0999,11.6
W M,2023,05,17,15,42,44,54417,50401,524.41,45.00,10.30,23.10,0999,11.5
W M,2023,05,17,15,52,49,54417,50414,522.58,45.00,10.30,23.10,0999,11.5
W M,2023,05,17,16,03,46,54440,50583,497.87,45.00,10.20,23.10,0999,11.6
W M,2023,05,17,16,13,51,54440,50445,521.11,45.00,10.30,23.10,0998,11.5
W M,2023,05,17,16,23,55,54440,50440,521.69,45.00,10.30,23.10,0999,11.5
W M,2023,05,17,16,34,00,54440,50432,523.06,45.00,10.30,23.10,0999,11.4
W M,2023,05,17,16,44,05,54440,50429,523.57,45.00,10.40,23.10,0999,11.5
W M,2023,05,17,16,54,10,54440,50426,523.97,45.00,10.30,23.00,0999,11.6
W M,2023,05,17,17,04,14,54440,50437,522.19,45.00,10.40,23.00,0999,11.5
W M,2023,05,17,17,14,19,54440,50432,522.97,45.00,10.40,23.00,0999,11.5
W M,2023,05,17,17,24,24,54440,50417,525.44,45.00,10.40,23.00,0999,11.6
W M,2023,05,17,17,34,28,54440,50420,524.81,45.00,10.40,23.00,0999,11.5
W M,2023,05,17,17,44,33,54440,50418,525.16,45.00,10.40,23.00,0999,11.5
W M,2023,05,17,17,54,38,54440,50415,525.61,45.00,10.40,23.10,0999,11.5
W M,2023,05,17,18,04,43,54440,50433,522.51,45.00,10.40,23.10,0999,11.5
W M,2023,05,17,18,14,47,54440,50418,525.10,45.00,10.40,23.10,0999,11.5
W M,2023,05,17,18,24,52,54440,50420,524.56,45.00,10.40,23.20,0999,11.6
W M,2023,05,17,18,34,57,54440,50422,524.41,45.00,10.40,23.10,0999,11.5
W M,2023,05,17,18,45,02,54440,50417,525.26,45.00,10.40,23.10,0999,11.5
W M,2023,05,17,18,55,06,54440,50432,522.71,45.00,10.40,23.10,0999,11.5
W M,2023,05,17,19,05,11,54440,50424,524.21,45.00,10.40,23.00,0999,11.5
W M,2023,05,17,19,15,16,54440,50400,528.49,45.00,10.40,23.00,0999,11.4
W M,2023,05,17,19,25,21,54440,50419,525.11,45.00,10.40,23.00,0999,11.4
W M,2023,05,17,19,35,25,54440,50441,521.29,45.00,10.50,23.10,0999,11.5
W M,2023,05,17,19,45,30,54440,50459,518.16,45.00,10.40,23.10,0999,11.5
W M,2023,05,17,19,55,35,54440,50453,519.14,45.00,10.40,23.00,0999,11.5
W M,2023,05,17,20,05,40,54440,50434,522.43,45.00,10.40,23.00,0999,11.5
W M,2023,05,17,20,15,44,54440,50446,519.93,45.00,10.40,23.10,1000,11.5
W M,2023,05,17,20,25,49,54440,50451,518.85,45.00,10.40,23.10,1000,11.5
W M,2023,05,17,20,35,54,54440,50446,519.67,45.00,10.40,23.00,1000,11.4
W M,2023,05,17,20,45,59,54440,50454,518.10,45.00,10.40,23.10,1001,11.5
W M,2023,05,17,20,56,03,54440,50468,515.64,45.00,10.40,23.10,1001,11.6
W M,2023,05,17,21,06,08,54440,50487,512.50,45.00,10.40,23.00,1001,11.5
W M,2023,05,17,21,16,13,54440,50486,512.66,45.00,10.40,23.00,1001,11.4
W M,2023,05,17,21,26,18,54440,50484,513.09,45.00,10.50,23.10,1001,11.4
W M,2023,05,17,21,36,22,54440,50476,514.36,45.00,10.50,23.10,1000,11.5
W M,2023,05,17,21,46,27,54440,50467,515.93,45.00,10.50,23.10,1000,11.5
W M,2023,05,17,21,56,32,54440,50458,517.44,45.00,10.50,23.10,1000,11.4
W M,2023,05,17,22,07,28,54443,50496,511.70,45.00,10.40,23.20,1000,11.5
W M,2023,05,17,22,17,33,54443,50454,518.62,45.00,10.50,23.20,1001,11.4
W M,2023,05,17,22,27,38,54443,50468,516.07,45.00,10.50,23.20,1001,11.5
W M,2023,05,17,22,37,42,54443,50487,512.85,45.00,10.50,23.20,1001,11.4
W M,2023,05,17,22,47,47,54443,50541,503.70,45.00,10.50,23.20,1001,11.5
W M,2023,05,17,22,57,52,54443,50523,506.62,45.00,10.50,23.20,1001,11.6
W M,2023,05,17,23,07,57,54443,50513,508.29,45.00,10.50,23.20,1001,11.6
W M,2023,05,17,23,18,01,54443,50506,509.37,45.00,10.60,23.20,1001,11.6
W M,2023,05,17,23,28,06,54443,50507,509.21,45.00,10.60,23.20,1001,11.5
W M,2023,05,17,23,38,10,54443,50499,510.26,45.00,10.50,23.20,1001,11.5
W M,2023,05,17,23,48,15,54443,50481,513.43,45.00,10.50,23.30,1001,11.4
W M,2023,05,17,23,58,20,54443,50471,514.93,45.00,10.50,23.20,1002,11.4
W M,2023,05,18,00,08,24,54443,50468,515.54,45.00,10.50,23.30,1001,11.5
W M,2023,05,18,00,18,29,54443,50462,516.63,45.00,10.60,23.30,1001,11.5
W M,2023,05,18,00,28,34,54443,50456,517.55,45.00,10.60,23.30,1001,11.4
W M,2023,05,18,00,38,39,54443,50464,516.07,45.00,10.60,23.30,1002,11.6
W M,2023,05,18,00,48,43,54443,50457,517.38,45.00,10.60,23.30,1002,11.5
W M,2023,05,18,00,58,48,54443,50479,513.56,45.00,10.60,23.30,1002,11.5
W M,2023,05,18,01,08,53,54443,50463,516.71,45.00,10.90,23.30,1001,11.6
W M,2023,05,18,01,18,57,54443,50420,523.33,45.00,10.90,23.30,1002,11.6
W M,2023,05,18,01,29,02,54443,50409,524.96,45.00,11.00,23.30,1002,11.5
W M,2023,05,18,01,39,07,54443,50394,527.52,45.00,11.00,23.30,1002,11.5
W M,2023,05,18,01,49,11,54443,50372,531.02,45.00,11.00,23.30,1002,11.4
W M,2023,05,18,01,59,16,54443,50368,531.69,45.00,11.00,23.30,1002,11.5
W M,2023,05,18,02,09,20,54443,50387,528.45,45.00,11.00,23.40,1002,11.5
W M,2023,05,18,02,19,25,54443,50388,528.27,45.00,11.00,23.40,1002,11.5
W M,2023,05,18,02,29,30,54443,50343,535.82,45.00,11.10,23.40,1003,11.5
W M,2023,05,18,02,39,34,54443,50319,539.59,45.00,11.10,23.40,1003,11.5
W M,2023,05,18,02,49,39,54443,50316,539.85,45.00,11.10,23.40,1003,11.4
W M,2023,05,18,02,59,44,54443,50317,539.66,45.00,11.10,23.40,1003,11.4
W M,2023,05,18,03,09,48,54443,50317,539.73,45.00,11.10,23.40,1003,11.6
W M,2023,05,18,03,19,53,54443,50372,530.46,45.00,11.10,23.40,1003,11.5
W M,2023,05,18,03,29,58,54443,50355,533.38,45.00,11.10,23.40,1003,11.5
W M,2023,05,18,03,40,02,54443,50346,534.83,45.00,11.10,23.30,1003,11.6
W M,2023,05,18,03,50,07,54443,50292,544.26,45.00,11.20,23.30,1003,11.5
W M,2023,05,18,04,01,04,54447,50838,454.89,45.00,11.00,23.30,1002,11.5
W M,2023,05,18,04,11,09,54447,50348,535.41,45.00,11.10,23.30,1003,11.4
W M,2023,05,18,04,21,13,54447,50356,533.80,45.00,11.20,23.30,1003,11.4
W M,2023,05,18,04,31,18,54447,50378,529.90,45.00,11.20,23.30,1003,11.5
W M,2023,05,18,04,41,22,54447,50331,538.06,45.00,11.20,23.30,1003,11.5
W M,2023,05,18,04,51,27,54447,50328,538.49,45.00,11.20,23.30,1003,11.6
W M,2023,05,18,05,01,32,54447,50369,531.61,45.00,11.20,23.30,1003,11.4
W M,2023,05,18,05,11,36,54447,50307,542.11,45.00,11.20,23.30,1003,11.5
W M,2023,05,18,05,21,41,54447,50265,549.03,45.00,11.20,23.30,1003,11.5
W M,2023,05,18,05,31,46,54447,50278,547.02,45.00,11.20,23.20,1003,11.5
W M,2023,05,18,05,41,51,54447,50305,542.26,45.00,11.20,23.20,1003,11.5
W M,2023,05,18,05,51,55,54447,50315,540.45,45.00,11.20,23.20,1003,11.4
W M,2023,05,18,06,02,00,54447,50296,543.82,45.00,11.20,23.20,1003,11.5
W M,2023,05,18,06,12,05,54447,50302,542.66,45.00,11.20,23.20,1003,11.5
W M,2023,05,18,06,22,09,54447,50313,541.02,45.00,11.20,23.20,1003,11.5
W M,2023,05,18,06,32,14,54447,50333,537.71,45.00,11.30,23.20,1003,11.6
W M,2023,05,18,06,42,19,54447,50301,542.90,45.00,11.30,23.20,1003,11.6
W M,2023,05,18,06,52,24,54447,50280,546.50,45.00,11.30,23.20,1003,11.5
W M,2023,05,18,07,02,28,54447,50248,552.19,45.00,11.30,23.20,1003,11.5
W M,2023,05,18,07,12,33,54447,50293,544.51,45.00,11.30,23.20,1003,11.6
W M,2023,05,18,07,22,38,54447,50290,545.00,45.00,11.30,23.20,1003,11.5
W M,2023,05,18,07,32,43,54447,50304,542.49,45.00,11.20,23.20,1003,11.5
W M,2023,05,18,07,42,47,54447,50265,549.37,45.00,11.20,23.20,1003,11.5
W M,2023,05,18,07,52,52,54447,50294,544.40,45.00,11.20,23.20,1003,11.5
W M,2023,05,18,08,02,57,54447,50320,539.51,45.00,11.30,23.20,1003,11.5
W M,2023,05,18,08,13,01,54447,50292,544.32,45.00,11.20,23.10,1003,11.5
W M,2023,05,18,08,23,06,54447,50263,549.41,45.00,11.30,23.20,1003,11.4
W M,2023,05,18,08,33,11,54447,50234,554.35,45.00,11.30,23.20,1004,11.5
W M,2023,05,18,08,43,15,54447,50208,558.80,45.00,11.30,23.10,1004,11.5
W M,2023,05,18,08,53,20,54447,50223,556.24,45.00,11.30,23.10,1003,11.5
W M,2023,05,18,09,03,25,54447,50286,545.43,45.00,11.30,23.10,1003,11.5
W M,2023,05,18,09,13,30,54447,50318,540.02,45.00,11.30,23.10,1003,11.6
W M,2023,05,18,09,23,34,54447,50284,545.81,45.00,11.30,23.10,1003,11.5
W M,2023,05,18,09,33,39,54447,50278,547.22,45.00,11.30,23.10,1003,11.5
W M,2023,05,18,09,43,44,54447,50293,544.35,45.00,11.30,23.10,1003,11.4
W M,2023,05,18,09,53,48,54447,50278,546.72,45.00,11.30,23.10,1004,11.5
W M,2023,05,18,10,04,46,54445,50476,512.92,45.00,11.20,23.10,1003,11.5
W M,2023,05,18,10,14,50,54445,50356,532.99,45.00,11.30,23.10,1003,11.6
W M,2023,05,18,10,24,55,54445,50357,532.87,45.00,11.40,23.10,1003,11.5
W M,2023,05,18,10,35,00,54445,50339,535.82,45.00,11.40,23.10,1004,11.5
W M,2023,05,18,10,45,04,54445,50306,541.73,45.00,11.40,23.10,1003,11.5
W M,2023,05,18,10,55,09,54445,50263,548.97,45.00,11.40,23.10,1003,11.6
W M,2023,05,18,11,05,14,54445,50286,544.94,45.00,11.40,23.10,1003,11.4
W M,2023,05,18,11,15,18,54445,50313,540.34,45.00,11.40,23.10,1003,11.5
W M,2023,05,18,11,25,23,54445,50302,542.36,45.00,11.40,23.10,1003,11.5
W M,2023,05,18,11,35,28,54445,50304,542.00,45.00,11.40,23.10,1003,11.5
W M,2023,05,18,11,45,32,54445,50268,548.15,45.00,11.40,23.10,1003,11.6
W M,2023,05,18,11,55,37,54445,50238,553.23,45.00,11.40,23.10,1003,11.6
W M,2023,05,18,12,05,42,54445,50269,547.84,45.00,11.50,23.10,1003,11.4
W M,2023,05,18,12,15,47,54445,50363,531.88,45.00,11.50,23.20,1003,11.5
W M,2023,05,18,12,25,51,54445,50396,526.24,45.00,11.50,23.20,1003,11.5
W M,2023,05,18,12,35,56,54445,50340,535.75,45.00,11.50,23.20,1003,11.5
W M,2023,05,18,12,46,01,54445,50254,550.06,45.00,11.50,23.30,1004,11.5
W M,2023,05,18,12,56,05,54445,50223,555.41,45.00,11.50,23.30,1004,11.5
W M,2023,05,18,13,06,10,54445,50288,544.29,45.00,11.60,23.30,1004,11.5
W M,2023,05,18,13,16,15,54445,50384,528.04,45.00,11.50,23.30,1004,11.6
W M,2023,05,18,13,26,19,54445,50343,534.99,45.00,11.50,23.30,1004,11.5
W M,2023,05,18,13,36,24,54445,50317,539.71,45.00,11.60,23.30,1003,11.5
W M,2023,05,18,13,46,29,54445,50280,546.18,45.00,11.50,23.30,1003,11.5
W M,2023,05,18,13,56,33,54445,50248,551.47,45.00,11.60,23.30,1003,11.5
W M,2023,05,18,14,06,38,54445,50270,547.83,45.00,11.60,23.30,1003,11.5
W M,2023,05,18,14,16,43,54445,50246,551.96,45.00,11.50,23.30,1003,11.5
W M,2023,05,18,14,26,47,54445,50260,549.61,45.00,11.50,23.30,1003,11.6
W M,2023,05,18,14,36,52,54445,50250,551.24,45.00,11.60,23.30,1003,11.5
W M,2023,05,18,14,46,57,54445,50239,553.13,45.00,11.70,23.30,1003,11.6
W M,2023,05,18,14,57,01,54445,50296,543.42,45.00,11.70,23.30,1003,11.4
W M,2023,05,18,15,07,06,54445,50253,550.66,45.00,11.70,23.30,1003,11.5
W M,2023,05,18,15,17,11,54445,50301,542.50,45.00,11.70,23.30,1003,11.6
W M,2023,05,18,15,27,15,54445,50321,539.05,45.00,11.70,23.30,1003,11.4
W M,2023,05,18,15,37,20,54445,50358,532.77,45.00,11.70,23.30,1003,11.6
W M,2023,05,18,15,47,25,54445,50324,538.52,45.00,11.70,23.30,1003,11.5
W M,2023,05,18,15,57,29,54445,50349,534.19,45.00,11.70,23.30,1003,11.4
W M,2023,05,18,16,08,26,54445,50433,520.30,45.00,11.70,23.40,1003,11.4
W M,2023,05,18,16,18,31,54445,50382,528.90,45.00,11.70,23.40,1003,11.5
W M,2023,05,18,16,28,36,54445,50362,532.18,45.00,11.70,23.40,1003,11.5
W M,2023,05,18,16,38,40,54445,50314,540.58,45.00,11.70,23.40,1003,11.6
W M,2023,05,18,16,48,45,54445,50325,538.59,45.00,11.70,23.40,1003,11.5
W M,2023,05,18,16,58,50,54445,50316,540.14,45.00,11.80,23.40,1003,11.4
W M,2023,05,18,17,08,54,54445,50306,542.06,45.00,11.80,23.40,1003,11.5
W M,2023,05,18,17,18,59,54445,50264,549.21,45.00,11.80,23.40,1003,11.5
W M,2023,05,18,17,29,04,54445,50295,543.77,45.00,11.80,23.50,1003,11.4
W M,2023,05,18,17,39,08,54445,50280,546.41,45.00,11.80,23.50,1003,11.5
W M,2023,05,18,17,49,13,54445,50253,551.28,45.00,11.80,23.50,1003,11.6
W M,2023,05,18,17,59,18,54445,50287,545.40,45.00,11.90,23.50,1003,11.6
W M,2023,05,18,18,09,23,54445,50345,535.57,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,18,19,27,54445,50366,532.10,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,18,29,32,54445,50322,539.70,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,18,39,37,54445,50333,537.47,45.00,11.90,23.60,1003,11.5
W M,2023,05,18,18,49,41,54445,50332,538.00,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,18,59,46,54445,50372,531.20,45.00,11.90,23.60,1002,11.4
W M,2023,05,18,19,09,51,54445,50325,539.42,45.00,11.90,23.60,1002,11.6
W M,2023,05,18,19,19,56,54445,50300,543.51,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,19,30,00,54445,50337,537.31,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,19,40,05,54445,50341,536.78,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,19,50,10,54445,50338,537.23,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,20,00,14,54445,50300,543.89,45.00,11.90,23.60,1002,11.5
W M,2023,05,18,20,10,19,54445,50270,549.08,45.00,11.90,23.60,1002,11.6
W M,2023,05,18,20,20,24,54445,50282,546.81,45.00,12.00,23.60,1002,11.5
