Date;Time;Weekday;P_pump;p_TDLAS;p_in;I_total;U_supply;external_pump;Runtime;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
-;-;-;W;mbar;mbar;mA;V;-;s;ppm;µatm;ppm;°C;°C;%;
2023-09-06;19:01:59;3;6,429;1021,92;990,52;934,789;23,754312;1;3752328;20,169;19,49;19,937;39,003;30,755;45,707;
2023-09-06;19:02:59;3;6,415;1021,66;990,06;927,887;23,760153;1;3752388;22,143;21,386;21,887;38,998;30,873;45,439;
2023-09-06;19:03:59;3;6,359;1021,31;989,66;905,468;23,770329;1;3752448;24,064;23,229;23,783;39,002;30,98;45,203;
2023-09-06;19:04:59;3;6,367;1021,04;989,29;892,254;23,778787;1;3752508;26,009;25,096;25,704;39,003;31,092;44,991;
2023-09-07;19:00:59;4;6,128;1026,7;993,08;944,897;23,754738;1;3755268;30,922;29,999;30,608;39,003;30,438;46,004;
2023-09-07;19:01:59;4;6,501;1026,54;992,81;950,133;23,745952;1;3755328;34,056;33,028;33,708;39,003;30,592;45,679;
2023-09-07;19:02:59;4;6,433;1026,37;992,56;937,383;23,755048;1;3755388;36,917;35,792;36,538;39;30,711;45,381;
2023-09-07;19:03:59;4;6,405;1025,75;992,98;920,962;23,755294;1;3755448;39,694;38,495;39,28;39,001;30,835;45,093;
2023-09-07;19:04:59;4;6,409;1024,84;993,78;915;23,759335;1;3755508;42,35;41,093;41,898;39;30,947;44,771;
2023-09-08;19:00:59;5;6,025;1023,78;992,83;1118,977;23,67611;1;3758268;22,523;21,827;22,276;39,175;30,03;45,843;
2023-09-08;19:01:59;5;6,353;1023,74;992,66;975,914;23,744103;1;3758328;24,664;23,897;24,393;39,008;30,223;45,365;
2023-09-08;19:02:59;5;6,386;1023,58;992,34;964,945;23,749404;1;3758388;27,893;27,016;27,585;39,003;30,356;45,034;
2023-09-08;19:03:59;5;6,347;1023,35;992,02;956,925;23,757061;1;3758448;30,959;29,975;30,616;39,003;30,504;44,741;
2023-09-08;19:04:59;5;6,324;1023,23;991,77;930,595;23,762885;1;3758508;33,812;32,727;33,436;39,003;30,628;44,492;
2023-09-09;19:00:59;6;6,029;1024,06;993,46;1204,731;23,61147;1;3761268;30,115;29,205;29,787;38,917;29,732;45,343;
2023-09-09;19:01:59;6;6,34;1024,31;993,63;1113,935;23,66685;1;3761328;33,95;32,933;33,583;39,178;29,956;44,829;
2023-09-09;19:02:59;6;6,384;1024,17;993,49;984,827;23,727465;1;3761388;36,776;35,667;36,376;39,002;30,134;44,443;
2023-09-09;19:03:59;6;6,359;1024,05;993,17;970,118;23,73859;1;3761448;40,724;39,483;40,281;39,004;30,29;44,137;
2023-09-09;19:04:59;6;6,336;1023,88;992,88;962,091;23,743776;1;3761508;44,543;43,17;44,056;39;30,423;43,86;
2023-09-10;19:00:59;7;6,1;1027,76;995,91;1128,914;23,658817;1;3764268;17,294;16,83;17,123;39,172;29,997;45,73;
2023-09-10;19:01:59;7;6,39;1027,89;995,76;974,254;23,742876;1;3764328;18,795;18,289;18,61;39,014;30,185;45,219;
2023-09-10;19:02:59;7;6,319;1027,84;995,56;965,406;23,748242;1;3764388;21,252;20,675;21,043;39,003;30,34;44,886;
2023-09-10;19:03:59;7;6,318;1027,72;995,37;946,17;23,758713;1;3764448;23,65;23,003;23,416;39,005;30,485;44,571;
2023-09-10;19:04:59;7;6,351;1027,66;995,16;937,385;23,762116;1;3764508;25,854;25,141;25,598;38,999;30,618;44,302;
2023-09-11;19:00:59;1;6,156;1026,49;994,38;1203,847;23,627046;1;3767268;17,935;17,421;17,752;38,818;29,613;45,804;
2023-09-11;19:01:59;1;6,516;1027,1;994,75;1214,45;23,621548;1;3767328;21,501;20,896;21,285;39,101;29,844;45,283;
2023-09-11;19:02:59;1;6,462;1027,46;994,93;968,727;23,756046;1;3767388;24,583;23,898;24,338;39,082;30,049;44,836;
2023-09-11;19:03:59;1;6,391;1027,5;995,07;982,622;23,738999;1;3767448;28,151;27,371;27,871;39,002;30,215;44,511;
2023-09-11;19:04:59;1;6,415;1027,57;995,08;964,475;23,749159;1;32014; ; ; ;39,003;30,363;44,22;
2023-09-12;19:00:59;2;6,181;1024,61;991,53;1213,747;23,590971;1;3770268;59,39;57,494;58,753;38,108;28,881;45,35;
2023-09-12;19:01:59;2;6,496;1024,96;992,09;1228,47;23,585163;1;3770328;64,693;62,669;64,005;38,392;29,101;44,809;
2023-09-12;19:02:59;2;6,436;1025,46;992,49;1217,747;23,587895;1;3770388;70,578;68,406;69,837;38,68;29,34;44,312;
2023-09-12;19:03:59;2;6,454;1026,05;992,85;1222,152;23,589711;1;3770448;76,858;74,533;76,064;38,961;29,562;43,859;
2023-09-12;19:04:59;2;6,422;1026,55;993,19;1088,243;23,656019;1;3770508;82,515;80,058;81,674;39,172;29,784;43,468;
