HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;
CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;
Date;Time;p_NDIR;p_in;Signal_raw;Signal_ref;T_sensor;Signal_proc;Conc_estimate;Concentration;T_control;T_gas;%rH_gas;
-;-;mbar;mbar;digits;digits;LSB;digits;digits;µmol/L;°C;°C;%;
2023-07-13;18:57:53;1009.93;1006.63;10887;872;0;7000;22080;21.935;39.039;32.52;43.492;
2023-07-13;18:57:54;1009.71;1006.46;10887;872;0;7000;21949;21.801;38.964;32.529;43.493;
2023-07-13;18:57:55;1009.32;1006.42;10887;872;0;7000;21510;21.365;38.948;32.529;43.493;
2023-07-13;18:57:56;1009.73;1006.46;10887;872;0;7000;22750;22.597;39.004;32.509;43.491;
2023-07-13;18:57:57;1009.64;1006.38;10887;872;0;7000;22380;22.228;38.97;32.52;43.459;
2023-07-13;18:57:58;1009.1;1006.34;10887;872;0;7000;21699;21.551;38.948;32.529;43.46;
2023-07-13;18:57:59;1009.64;1006.3;10887;872;0;7000;21840;21.69;38.993;32.529;43.493;
2023-07-13;18:58:00;1009.52;1006.37;10887;872;0;7000;22480;22.327;38.993;32.529;43.493;
2023-07-13;18:58:01;1008.99;1006.18;10887;872;0;7000;22680;22.521;39.004;32.529;43.46;
2023-07-13;18:58:02;1009.38;1006.07;10887;872;0;7000;22000;21.844;39.037;32.529;43.46;
2023-07-13;18:58:03;1009.39;1006.2;10887;872;0;7000;22240;22.085;39.025;32.539;43.461;
2023-07-13;18:58:04;1008.86;1006;10887;872;0;7000;22730;22.567;39.02;32.529;43.46;
2023-07-13;18:58:05;1009.13;1006.29;10887;872;0;7000;22810;22.653;38.982;32.529;43.493;
2023-07-13;18:58:06;1009.63;1006.37;10887;872;0;7000;21580;21.433;39.033;32.529;43.493;
2023-07-13;18:58:07;1009.2;1006.44;10887;872;0;7000;21420;21.276;39;32.529;43.46;
2023-07-13;18:58:08;1009.12;1006.23;10887;872;0;7000;22550;22.393;38.99;32.52;43.459;
2023-07-13;18:58:09;1009.57;1006.31;10887;872;0;7000;22369;22.215;39.01;32.529;43.427;
2023-07-13;18:58:10;1009.19;1006.44;10887;872;0;7000;22600;22.448;39.015;32.529;43.46;
2023-07-13;18:58:11;1009.05;1006.12;10887;872;0;7000;22340;22.182;38.99;32.539;43.461;
2023-07-13;18:58:12;1009.13;1006;10887;872;0;7000;22210;22.051;39.009;32.539;43.461;
2023-07-13;18:58:13;1008.86;1006.13;10887;872;0;7000;21369;21.218;38.992;32.539;43.428;
2023-07-13;18:58:14;1008.98;1006.07;10887;872;0;7000;22269;22.111;38.983;32.539;43.461;
2023-07-13;18:58:15;1009.45;1006.24;10887;872;0;7000;22470;22.314;38.987;32.539;43.428;
2023-07-13;18:58:16;1008.99;1006.19;10887;872;0;7000;22250;22.094;38.999;32.539;43.428;
2023-07-13;18:58:17;1008.95;1006.08;10887;872;0;7000;22330;22.171;39.002;32.539;43.428;
2023-07-13;18:58:18;1009.41;1006.13;10887;872;0;7000;21180;21.031;39.006;32.539;43.428;
2023-07-13;18:58:19;1008.79;1006.08;10887;872;0;7000;21980;21.824;38.995;32.539;43.428;
2023-07-13;18:58:20;1008.66;1005.86;10887;872;0;7000;22010;21.849;39.013;32.56;43.43;
2023-07-13;18:58:21;1008.99;1005.75;10887;872;0;7000;22890;22.72;39.015;32.539;43.428;
2023-07-13;18:58:22;1008.65;1005.98;10887;872;0;7000;22260;22.1;38.991;32.56;43.43;
2023-07-13;18:58:23;1008.88;1006;10887;872;0;7000;22420;22.259;39.008;32.56;43.43;
2023-07-13;18:58:24;1009.42;1006.23;10887;872;0;7000;22449;22.293;38.992;32.55;43.429;
2023-07-13;18:58:25;1008.91;1006.05;10887;872;0;7000;22430;22.27;39.002;32.539;43.428;
2023-07-13;18:58:26;1008.84;1006.04;10887;872;0;7000;22269;22.11;38.994;32.56;43.43;
2023-07-13;18:58:27;1009.16;1005.97;10887;872;0;7000;22699;22.535;39.011;32.56;43.43;
2023-07-13;18:58:28;1008.73;1005.94;10887;872;0;7000;22250;22.089;38.988;32.56;43.43;
2023-07-13;18:58:29;1008.83;1006.01;10887;872;0;7000;22359;22.199;39.002;32.56;43.43;
2023-07-13;18:58:30;1009.23;1005.97;10887;872;0;7000;22310;22.149;38.995;32.56;43.43;
2023-07-13;18:58:31;1008.87;1006.04;10887;872;0;7000;22359;22.199;39.01;32.56;43.397;
2023-07-13;18:58:32;1008.97;1006.07;10887;872;0;7000;22359;22.2;39.034;32.56;43.43;
2023-07-13;18:58:33;1009.14;1006.35;10887;872;0;7000;22609;22.455;39.006;32.56;43.397;
2023-07-13;18:58:34;1009.45;1006.57;10887;872;0;7000;22560;22.411;38.983;32.569;43.431;
2023-07-13;18:58:35;1009.67;1006.55;10887;872;0;7000;22830;22.679;38.996;32.569;43.431;
2023-07-13;18:58:36;1009.79;1006.78;10887;872;0;7000;22390;22.247;38.994;32.569;43.431;
2023-07-13;18:58:37;1009.9;1006.73;10887;872;0;7000;22760;22.613;39.003;32.579;43.366;
2023-07-13;18:58:38;1010;1006.71;10887;872;0;7000;22740;22.593;39.006;32.569;43.431;
2023-07-13;18:58:39;1009.13;1006.37;10887;872;0;7000;22020;21.87;39.005;32.569;43.431;
2023-07-13;18:58:40;1009.3;1006.01;10887;872;0;7000;21920;21.763;39.021;32.569;43.398;
2023-07-13;18:58:41;1009.25;1006.01;10887;872;0;7000;22100;21.942;39.035;32.569;43.398;
2023-07-13;18:58:42;1008.73;1005.98;10887;872;0;7000;22630;22.467;39.022;32.569;43.365;
2023-07-13;18:58:43;1008.84;1006.04;10887;872;0;7000;22490;22.329;39.003;32.569;43.398;
2023-07-13;18:58:44;1009.31;1006.01;10887;872;0;7000;23369;23.202;38.995;32.579;43.399;
2023-07-13;18:58:45;1008.65;1005.82;10887;872;0;7000;22350;22.186;39.012;32.569;43.365;
2023-07-13;18:58:46;1008.54;1005.78;10887;872;0;7000;22310;22.145;38.997;32.569;43.398;
2023-07-13;18:58:47;1009.19;1005.86;10887;872;0;7000;21660;21.502;38.986;32.569;43.398;
2023-07-13;18:58:48;1008.75;1005.94;10887;872;0;7000;21660;21.503;38.988;32.579;43.366;
2023-07-13;18:58:49;1008.66;1005.92;10887;872;0;7000;21660;21.503;39;32.579;43.366;
2023-07-13;18:58:50;1009.39;1006.11;10887;872;0;7000;21660;21.507;39.018;32.569;43.365;
2023-07-13;18:58:51;1008.88;1006.19;10887;872;0;7000;22880;22.72;38.999;32.569;43.365;
2023-07-13;18:58:52;1008.83;1006.07;10887;872;0;7000;22880;22.717;38.98;32.569;43.365;
2023-07-13;18:58:53;1009.5;1006.18;10887;872;0;7000;22789;22.629;39.018;32.59;43.367;
2023-07-13;18:58:54;1009.17;1006.31;10887;872;0;7000;22789;22.632;39.014;32.59;43.367;
2023-07-13;18:58:55;1009.2;1006.37;10887;872;0;7000;22789;22.634;39.008;32.579;43.366;
2023-07-13;18:58:56;1009.19;1005.92;10887;872;0;7000;22789;22.624;39.01;32.579;43.366;
2023-07-13;18:58:57;1008.38;1005.6;10887;872;0;7000;22789;22.616;38.994;32.579;43.366;
2023-07-13;18:58:58;1008.53;1005.67;10887;872;0;7000;22140;21.974;39.003;32.579;43.366;
2023-07-13;18:58:59;1008.66;1005.52;10887;872;0;7000;22140;21.971;38.997;32.579;43.333;
2023-07-13;18:59:00;1008.14;1005.24;10887;872;0;7000;23109;22.926;38.984;32.599;43.368;
2023-07-13;18:59:01;1008.43;1005.56;10887;872;0;7000;23109;22.933;38.988;32.599;43.368;
2023-07-13;18:59:02;1008.88;1005.63;10887;872;0;7000;22949;22.776;39.008;32.59;43.367;
2023-07-13;18:59:03;1008.57;1005.57;10887;872;0;7000;22949;22.775;38.991;32.59;43.334;
2023-07-13;18:59:04;1008.46;1005.52;10887;872;0;7000;22949;22.773;38.998;32.59;43.334;
2023-07-13;18:59:05;1008.84;1005.59;10887;872;0;7000;22949;22.775;39.006;32.599;43.335;
2023-07-13;18:59:06;1008.43;1005.54;10887;872;0;7000;22949;22.774;39;32.59;43.334;
2023-07-13;18:59:07;1008.6;1005.61;10887;872;0;7000;21740;21.576;38.998;32.599;43.335;
2023-07-13;18:59:08;1008.77;1005.67;10887;872;0;7000;22410;22.242;39.009;32.599;43.335;
2023-07-13;18:59:09;1008.57;1005.54;10887;872;0;7000;21980;21.812;39.014;32.599;43.368;
2023-07-13;18:59:10;1008.65;1005.48;10887;872;0;7000;22750;22.575;39.011;32.599;43.368;
2023-07-13;18:59:11;1008.55;1005.6;10887;872;0;7000;22449;22.279;38.994;32.609;43.336;
2023-07-13;18:59:12;1008.73;1005.6;10887;872;0;7000;23010;22.836;38.999;32.599;43.368;
2023-07-13;18:59:13;1008.87;1005.65;10887;872;0;7000;22359;22.191;38.996;32.599;43.302;
2023-07-13;18:59:14;1008.43;1005.71;10887;872;0;7000;21910;21.746;39.01;32.599;43.335;
2023-07-13;18:59:15;1009.08;1005.75;10887;872;0;7000;21810;21.648;39.01;32.599;43.302;
2023-07-13;18:59:16;1009.16;1005.82;10887;872;0;7000;22949;22.78;38.999;32.599;43.302;
2023-07-13;18:59:17;1008.51;1005.79;10887;872;0;7000;22420;22.254;38.996;32.609;43.336;
2023-07-13;18:59:18;1008.97;1005.67;10887;872;0;7000;21810;21.646;38.997;32.599;43.335;
2023-07-13;18:59:19;1008.92;1005.72;10887;872;0;7000;22029;21.865;38.989;32.619;43.337;
2023-07-13;18:59:20;1008.51;1005.67;10887;872;0;7000;21880;21.716;39.001;32.599;43.335;
2023-07-13;18:59:21;1008.65;1005.67;10887;872;0;7000;22279;22.112;39.003;32.599;43.335;
2023-07-13;18:59:22;1008.76;1005.59;10887;872;0;7000;22160;21.992;39.001;32.609;43.303;
2023-07-13;18:59:23;1008.55;1005.61;10887;872;0;7000;22109;21.942;38.993;32.609;43.303;
2023-07-13;18:59:24;1008.7;1005.63;10887;872;0;7000;23250;23.075;38.987;32.609;43.303;
2023-07-13;18:59:25;1008.38;1005.46;10887;872;0;7000;22250;22.078;39.007;32.619;43.304;
2023-07-13;18:59:26;1008.69;1005.49;10887;872;0;7000;22300;22.129;39.007;32.63;43.305;
2023-07-13;18:59:27;1008.77;1005.54;10887;872;0;7000;21840;21.673;38.992;32.63;43.305;
2023-07-13;18:59:28;1008.25;1005.46;10887;872;0;7000;22140;21.969;39.008;32.619;43.337;
2023-07-13;18:59:29;1008.81;1005.49;10887;872;0;7000;22800;22.625;38.999;32.619;43.304;
2023-07-13;18:59:30;1008.88;1005.57;10887;872;0;7000;22449;22.278;39.02;32.619;43.304;
2023-07-13;18:59:31;1008.24;1005.45;10887;872;0;7000;22439;22.266;39.009;32.619;43.271;
2023-07-13;18:59:32;1008.79;1005.49;10887;872;0;7000;22369;22.197;38.995;32.619;43.304;
2023-07-13;18:59:33;1008.83;1005.61;10887;872;0;7000;22070;21.903;39.005;32.619;43.304;
2023-07-13;18:59:34;1008.35;1005.52;10887;872;0;7000;22810;22.635;38.987;32.619;43.304;
2023-07-13;18:59:35;1008.6;1005.42;10887;872;0;7000;22170;21.998;38.987;32.619;43.271;
2023-07-13;18:59:36;1008.54;1005.39;10887;872;0;7000;22730;22.553;39.002;32.619;43.304;
2023-07-13;18:59:37;1008.28;1005.42;10887;872;0;7000;22840;22.663;39.025;32.619;43.271;
2023-07-13;18:59:38;1008.75;1005.59;10887;872;0;7000;22869;22.696;38.997;32.63;43.305;
2023-07-13;18:59:39;1008.8;1005.74;10887;872;0;7000;22029;21.865;39.012;32.63;43.305;
2023-07-13;18:59:40;1008.58;1005.52;10887;872;0;7000;22210;22.04;39.001;32.63;43.272;
2023-07-13;18:59:41;1008.47;1005.42;10887;872;0;7000;22689;22.513;39.005;32.63;43.305;
2023-07-13;18:59:42;1008.25;1005.41;10887;872;0;7000;22490;22.315;38.999;32.63;43.272;
2023-07-13;18:59:43;1008.57;1005.32;10887;872;0;7000;22980;22.8;39.017;32.63;43.272;
2023-07-13;18:59:44;1008.07;1005.28;10887;872;0;7000;21720;21.549;38.991;32.63;43.272;
2023-07-13;18:59:45;1007.83;1005.12;10887;872;0;7000;22590;22.408;38.991;32.619;43.238;
2023-07-13;18:59:46;1008.33;1005.08;10887;872;0;7000;22189;22.01;39.008;32.63;43.239;
2023-07-13;18:59:47;1007.95;1005.2;10887;872;0;7000;22500;22.321;38.972;32.619;43.271;
2023-07-13;18:59:48;1007.98;1005.26;10887;872;0;7000;23380;23.195;38.992;32.639;43.306;
2023-07-13;18:59:49;1008.36;1005.06;10887;872;0;7000;22869;22.684;38.993;32.649;43.241;
2023-07-13;18:59:50;1008.03;1005.39;10887;872;0;7000;22090;21.918;39.027;32.649;43.241;
2023-07-13;18:59:51;1008.02;1005.21;10887;872;0;7000;23199;23.014;39.013;32.639;43.273;
2023-07-13;18:59:52;1008.43;1005.27;10887;872;0;7000;22750;22.57;38.996;32.639;43.24;
2023-07-13;18:59:53;1008;1005.24;10887;872;0;7000;22949;22.767;39.004;32.649;43.241;
2023-07-13;18:59:54;1008.28;1005.27;10887;872;0;7000;22840;22.66;39.014;32.639;43.24;
2023-07-13;18:59:55;1008.46;1005.42;10887;872;0;7000;22810;22.633;38.989;32.639;43.273;
2023-07-13;18:59:56;1008.44;1005.32;10887;872;0;7000;22359;22.184;39.008;32.639;43.273;
2023-07-13;18:59:57;1008.49;1005.3;10887;872;0;7000;22510;22.333;38.996;32.639;43.24;
2023-07-13;18:59:58;1008.35;1005.52;10887;872;0;7000;23019;22.843;38.994;32.639;43.24;
2023-07-13;18:59:59;1008.64;1005.45;10887;872;0;7000;22150;21.979;39;32.649;43.241;
2023-07-13;19:00:00;1008.76;1005.6;10887;872;0;7000;22970;22.796;38.999;32.649;43.241;
2023-07-13;19:00:01;1008.28;1005.5;10887;872;0;7000;22850;22.675;38.991;32.639;43.24;
2023-07-13;19:00:02;1008.76;1005.46;10887;872;0;7000;22029;21.859;38.99;32.639;43.24;
2023-07-13;19:00:03;1008.81;1005.59;10887;872;0;7000;22720;22.548;39.005;32.649;43.241;
2023-07-13;19:00:04;1008.14;1005.38;10887;872;0;7000;21890;21.719;38.997;32.649;43.241;
2023-07-13;19:00:05;1008.06;1005.26;10887;872;0;7000;23080;22.898;39.004;32.649;43.241;
2023-07-13;19:00:06;1008.42;1005.28;10887;872;0;7000;22330;22.154;39.003;32.66;43.275;
2023-07-13;19:00:07;1008.27;1005.37;10887;872;0;7000;22080;21.908;39.01;32.649;43.241;
2023-07-13;19:00:08;1008.42;1005.53;10887;872;0;7000;22140;21.971;38.994;32.649;43.241;
2023-07-13;19:00:09;1008.54;1005.39;10887;872;0;7000;21960;21.789;39.001;32.649;43.274;
2023-07-13;19:00:10;1008.55;1005.52;10887;872;0;7000;22750;22.576;38.994;32.66;43.242;
2023-07-13;19:00:11;1008.73;1005.71;10887;872;0;7000;22269;22.103;39.009;32.649;43.241;
2023-07-13;19:00:12;1008.39;1005.48;10887;872;0;7000;22769;22.594;39.002;32.66;43.242;
2023-07-13;19:00:13;1008.44;1005.45;10887;872;0;7000;22080;21.91;39.005;32.66;43.242;
2023-07-13;19:00:14;1008.31;1005.15;10887;872;0;7000;21880;21.705;39.015;32.669;43.243;
2023-07-13;19:00:15;1007.84;1005.06;10887;872;0;7000;22449;22.267;38.997;32.669;43.243;
2023-07-13;19:00:16;1008.35;1005.17;10887;872;0;7000;22320;22.142;39.006;32.66;43.242;
2023-07-13;19:00:17;1008.36;1005.02;10887;872;0;7000;22050;21.87;39.002;32.669;43.21;
2023-07-13;19:00:18;1007.83;1005.02;10887;872;0;7000;22130;21.95;38.998;32.669;43.21;
2023-07-13;19:00:19;1008.43;1005.16;10887;872;0;7000;22210;22.032;38.998;32.669;43.21;
2023-07-13;19:00:20;1008.17;1004.94;10887;872;0;7000;22699;22.512;38.984;32.669;43.21;
2023-07-13;19:00:21;1007.99;1005.16;10887;872;0;7000;22289;22.111;39.01;32.669;43.21;
2023-07-13;19:00:22;1008.36;1005.21;10887;872;0;7000;22529;22.35;39;32.669;43.21;
2023-07-13;19:00:23;1008.25;1005.12;10887;872;0;7000;22490;22.309;39.003;32.669;43.21;
2023-07-13;19:00:24;1008.18;1005.19;10887;872;0;7000;22650;22.469;39.01;32.669;43.21;
2023-07-13;19:00:25;1007.91;1004.95;10887;872;0;7000;22250;22.067;39.023;32.669;43.21;
2023-07-13;19:00:26;1007.74;1005.02;10887;872;0;7000;21930;21.751;39.004;32.669;43.177;
2023-07-13;19:00:27;1008.42;1005.23;10887;872;0;7000;22680;22.5;38.999;32.679;43.211;
2023-07-13;19:00:28;1007.96;1005.17;10887;872;0;7000;22060;21.884;39.021;32.669;43.243;
2023-07-13;19:00:29;1007.74;1005.04;10887;872;0;7000;23119;22.931;39.012;32.679;43.211;
2023-07-13;19:00:30;1008.28;1004.98;10887;872;0;7000;22279;22.097;38.974;32.679;43.178;
2023-07-13;19:00:31;1007.74;1004.97;10887;872;0;7000;21859;21.68;38.978;32.679;43.178;
2023-07-13;19:00:32;1008;1005.21;10887;872;0;7000;22470;22.291;39.015;32.679;43.178;
2023-07-13;19:00:33;1008.57;1005.37;10887;872;0;7000;21820;21.65;39.004;32.679;43.211;
2023-07-13;19:00:34;1008.09;1005.2;10887;872;0;7000;21810;21.636;39.02;32.679;43.211;
2023-07-13;19:00:35;1008.21;1005.16;10887;872;0;7000;21650;21.477;39.008;32.669;43.21;
2023-07-13;19:00:36;1008.07;1005.04;10887;872;0;7000;22720;22.535;39.009;32.669;43.178;
2023-07-13;19:00:37;1007.98;1004.93;10887;872;0;7000;22350;22.166;39.012;32.679;43.178;
2023-07-13;19:00:38;1008.21;1005.01;10887;872;0;7000;22560;22.376;38.986;32.679;43.211;
2023-07-13;19:00:39;1007.76;1004.94;10887;872;0;7000;22580;22.394;38.994;32.679;43.178;
2023-07-13;19:00:40;1008.16;1004.89;10887;872;0;7000;21990;21.808;39.012;32.679;43.178;
2023-07-13;19:00:41;1008.17;1004.86;10887;872;0;7000;22390;22.204;38.991;32.679;43.178;
2023-07-13;19:00:42;1007.63;1004.87;10887;872;0;7000;23210;23.018;38.997;32.679;43.178;
2023-07-13;19:00:43;1008.11;1004.82;10887;872;0;7000;22930;22.739;39;32.679;43.178;
2023-07-13;19:00:44;1008.09;1004.83;10887;872;0;7000;21580;21.4;39.001;32.7;43.18;
2023-07-13;19:00:45;1007.83;1005.01;10887;872;0;7000;22500;22.317;39.007;32.689;43.179;
2023-07-13;19:00:46;1008.16;1005.08;10887;872;0;7000;21900;21.723;39.004;32.689;43.179;
2023-07-13;19:00:47;1007.83;1004.79;10887;872;0;7000;22300;22.113;38.993;32.689;43.179;
2023-07-13;19:00:48;1007.87;1004.72;10887;872;0;7000;22300;22.112;39.013;32.689;43.179;
2023-07-13;19:00:49;1007.51;1004.73;10887;872;0;7000;22519;22.329;38.993;32.689;43.179;
2023-07-13;19:00:50;1007.35;1004.54;10887;872;0;7000;22769;22.573;38.998;32.689;43.179;
2023-07-13;19:00:51;1007.95;1004.71;10887;872;0;7000;22260;22.072;38.992;32.7;43.18;
2023-07-13;19:00:52;1007.92;1004.75;10887;872;0;7000;22410;22.222;39.009;32.689;43.179;
2023-07-13;19:00:53;1007.63;1004.78;10887;872;0;7000;22560;22.371;39.006;32.689;43.179;
2023-07-13;19:00:54;1007.99;1004.83;10887;872;0;7000;22619;22.431;39.002;32.689;43.179;
2023-07-13;19:00:55;1007.78;1004.58;10887;872;0;7000;22460;22.267;38.994;32.7;43.18;
2023-07-13;19:00:56;1007.78;1004.8;10887;872;0;7000;22080;21.895;38.999;32.7;43.18;
2023-07-13;19:00:57;1008.05;1005.02;10887;872;0;7000;22470;22.287;38.994;32.7;43.18;
2023-07-13;19:00:58;1007.8;1004.83;10887;872;0;7000;22990;22.798;38.998;32.7;43.18;
2023-07-13;19:00:59;1008.16;1005.02;10887;872;0;7000;22279;22.098;39.003;32.709;43.181;
2023-07-13;19:01:00;1007.77;1005.02;10887;872;0;7000;21760;21.583;38.988;32.709;43.181;
2023-07-13;19:01:01;1007.48;1004.71;10887;872;0;7000;23140;22.944;38.998;32.7;43.18;
2023-07-13;19:01:02;1007.98;1004.73;10887;872;0;7000;22650;22.459;39.017;32.7;43.147;
2023-07-13;19:01:03;1007.57;1004.75;10887;872;0;7000;22269;22.082;38.994;32.7;43.147;
2023-07-13;19:01:04;1007.44;1004.64;10887;872;0;7000;21930;21.743;39.009;32.7;43.114;
2023-07-13;19:01:05;1008.06;1004.83;10887;872;0;7000;22320;22.134;38.978;32.7;43.114;
2023-07-13;19:01:06;1007.57;1004.69;10887;872;0;7000;22260;22.071;38.997;32.709;43.148;
2023-07-13;19:01:07;1007.62;1004.8;10887;872;0;7000;22260;22.074;39.002;32.7;43.18;
2023-07-13;19:01:08;1007.81;1004.69;10887;872;0;7000;22260;22.071;38.997;32.709;43.115;
2023-07-13;19:01:09;1007.69;1004.61;10887;872;0;7000;22260;22.07;39.011;32.719;43.116;
2023-07-13;19:01:10;1007.91;1004.86;10887;872;0;7000;22260;22.075;38.98;32.719;43.149;
2023-07-13;19:01:11;1007.72;1004.82;10887;872;0;7000;22289;22.103;39.002;32.719;43.149;
2023-07-13;19:01:12;1008.07;1004.82;10887;872;0;7000;22289;22.103;38.993;32.689;43.146;
2023-07-13;19:01:13;1008.14;1004.9;10887;872;0;7000;21939;21.758;39.01;32.709;43.115;
2023-07-13;19:01:14;1007.47;1004.69;10887;872;0;7000;21939;21.753;38.992;32.7;43.114;
2023-07-13;19:01:15;1007.84;1004.58;10887;872;0;7000;21939;21.751;39.006;32.709;43.115;
2023-07-13;19:01:16;1007.74;1004.54;10887;872;0;7000;21939;21.75;39.017;32.7;43.147;
2023-07-13;19:01:17;1007.4;1004.5;10887;872;0;7000;21939;21.749;38.984;32.7;43.147;
2023-07-13;19:01:18;1007.59;1004.46;10887;872;0;7000;22449;22.254;39.003;32.709;43.115;
2023-07-13;19:01:19;1007.47;1004.47;10887;872;0;7000;22449;22.254;39.004;32.709;43.115;
2023-07-13;19:01:20;1007.69;1004.62;10887;872;0;7000;22510;22.318;39.001;32.709;43.115;
2023-07-13;19:01:21;1007.28;1004.47;10887;872;0;7000;22510;22.314;38.987;32.709;43.115;
2023-07-13;19:01:22;1007.33;1004.62;10887;872;0;7000;22260;22.07;39;32.709;43.148;
2023-07-13;19:01:23;1008.05;1004.79;10887;872;0;7000;22260;22.074;38.994;32.709;43.148;
2023-07-13;19:01:24;1007.67;1004.97;10887;872;0;7000;22260;22.078;39;32.719;43.116;
2023-07-13;19:01:25;1007.88;1005.08;10887;872;0;7000;22260;22.08;39.024;32.719;43.116;
2023-07-13;19:01:26;1008.24;1005.05;10887;872;0;7000;23310;23.121;39.008;32.709;43.115;
2023-07-13;19:01:27;1007.8;1004.89;10887;872;0;7000;21570;21.392;38.988;32.73;43.117;
2023-07-13;19:01:28;1007.78;1004.69;10887;872;0;7000;23199;23.003;39;32.719;43.116;
2023-07-13;19:01:29;1007.67;1004.76;10887;872;0;7000;21850;21.666;39.003;32.719;43.116;
2023-07-13;19:01:30;1007.85;1004.71;10887;872;0;7000;22260;22.072;38.999;32.709;43.115;
2023-07-13;19:01:31;1007.73;1004.43;10887;872;0;7000;22920;22.72;39.02;32.719;43.116;
2023-07-13;19:01:32;1006.99;1004.35;10887;872;0;7000;22340;22.143;39.009;32.719;43.149;
2023-07-13;19:01:33;1007.51;1004.17;10887;872;0;7000;22750;22.546;39.001;32.719;43.116;
2023-07-13;19:01:34;1007.41;1004.2;10887;872;0;7000;22380;22.18;38.997;32.719;43.116;
2023-07-13;19:01:35;1007.07;1004.24;10887;872;0;7000;23000;22.795;39.005;32.719;43.083;
2023-07-13;19:01:36;1007.17;1004.09;10887;872;0;7000;22769;22.563;39;32.73;43.117;
2023-07-13;19:01:37;1006.96;1004.1;10887;872;0;7000;22410;22.207;38.977;32.719;43.083;
2023-07-13;19:01:38;1007.29;1004.21;10887;872;0;7000;22410;22.21;38.992;32.719;43.116;
2023-07-13;19:01:39;1007.1;1004.23;10887;872;0;7000;22199;22.001;39.006;32.73;43.117;
2023-07-13;19:01:40;1006.93;1004.28;10887;872;0;7000;22490;22.29;38.994;32.73;43.117;
2023-07-13;19:01:41;1007.63;1004.27;10887;872;0;7000;22830;22.627;39;32.73;43.117;
2023-07-13;19:01:42;1007.13;1004.36;10887;872;0;7000;22930;22.728;38.998;32.73;43.117;
2023-07-13;19:01:43;1007.36;1004.62;10887;872;0;7000;22210;22.02;39.001;32.719;43.116;
2023-07-13;19:01:44;1007.87;1004.58;10887;872;0;7000;21869;21.681;39.003;32.719;43.083;
2023-07-13;19:01:45;1007.78;1004.72;10887;872;0;7000;22470;22.28;39.006;32.73;43.117;
2023-07-13;19:01:46;1007.72;1004.68;10887;872;0;7000;22359;22.169;39.021;32.73;43.117;
2023-07-13;19:01:47;1007.5;1004.54;10887;872;0;7000;22460;22.266;38.998;32.73;43.051;
2023-07-13;19:01:48;1007.22;1004.51;10887;872;0;7000;22820;22.623;39.015;32.719;43.083;
2023-07-13;19:01:49;1007.72;1004.4;10887;872;0;7000;22980;22.779;39;32.73;43.117;
2023-07-13;19:01:50;1007;1004.27;10887;872;0;7000;22580;22.379;38.988;32.739;43.085;
2023-07-13;19:01:51;1007;1004.29;10887;872;0;7000;22430;22.231;39.002;32.739;43.052;
2023-07-13;19:01:52;1007.22;1004.03;10887;872;0;7000;22920;22.711;39.003;32.739;43.052;
2023-07-13;19:01:53;1007;1004.18;10887;872;0;7000;23140;22.932;38.994;32.739;43.085;
2023-07-13;19:01:54;1007.03;1003.97;10887;872;0;7000;23289;23.075;39.018;32.749;43.086;
2023-07-13;19:01:55;1006.96;1004.03;10887;872;0;7000;22250;22.047;38.983;32.739;43.052;
2023-07-13;19:01:56;1007.35;1004.25;10887;872;0;7000;22330;22.131;39.006;32.739;43.085;
2023-07-13;19:01:57;1007.52;1004.2;10887;872;0;7000;22039;21.842;38.973;32.759;43.087;
2023-07-13;19:01:58;1006.93;1004.28;10887;872;0;7000;23080;22.875;39.017;32.759;43.087;
2023-07-13;19:01:59;1007.5;1004.27;10887;872;0;7000;22220;22.023;38.971;32.739;43.085;
2023-07-13;19:02:00;1007.24;1004.07;10887;872;0;7000;23010;22.801;39.006;32.739;43.052;
2023-07-13;19:02:01;1007;1004.13;10887;872;0;7000;22180;21.98;38.992;32.739;43.085;
2023-07-13;19:02:02;1007.37;1004.23;10887;872;0;7000;22750;22.547;39.009;32.73;43.084;
2023-07-13;19:02:03;1006.95;1003.99;10887;872;0;7000;23119;22.907;39.016;32.73;43.084;
2023-07-13;19:02:04;1007.29;1004.25;10887;872;0;7000;22550;22.349;39.013;32.73;43.117;
2023-07-13;19:02:05;1007.21;1004.38;10887;872;0;7000;22580;22.382;39.009;32.739;43.052;
2023-07-13;19:02:06;1007.11;1004.4;10887;872;0;7000;22740;22.541;38.985;32.739;43.052;
2023-07-13;19:02:07;1007.54;1004.31;10887;872;0;7000;22880;22.678;38.999;32.739;43.052;
2023-07-13;19:02:08;1007.1;1004.35;10887;872;0;7000;22699;22.499;38.993;32.759;43.021;
2023-07-13;19:02:09;1007.19;1004.47;10887;872;0;7000;22670;22.473;38.991;32.759;43.021;
2023-07-13;19:02:10;1007.52;1004.29;10887;872;0;7000;22699;22.498;39;32.739;43.052;
