HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;HydroC_CH4;
CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;CH4T-0921-001;
Date;Time;p_NDIR;p_in;Signal_raw;Signal_ref;T_sensor;Signal_proc;Conc_estimate;Concentration;T_control;T_gas;%rH_gas;
-;-;mbar;mbar;digits;digits;LSB;digits;digits;µmol/L;°C;°C;%;
2023-08-09;16:42:35;1024.17;1007.14;10887;872;0;7010;36239;36.02;38.364;31.109;46.984;
2023-08-09;16:42:36;1023.48;1007.11;10887;872;0;7010;36750;36.527;38.365;31.109;46.951;
2023-08-09;16:42:37;1023.67;1007.1;10887;872;0;7010;35989;35.77;38.359;31.119;46.952;
2023-08-09;16:42:38;1023.45;1007.05;10887;872;0;7010;36770;36.545;38.38;31.119;46.952;
2023-08-09;16:42:39;1023.89;1007.01;10887;872;0;7010;36640;36.414;38.38;31.13;46.953;
2023-08-09;16:42:40;1023.85;1006.97;10887;872;0;7010;37200;36.969;38.375;31.109;46.951;
2023-08-09;16:42:41;1023.69;1007.04;10887;872;0;7010;36469;36.245;38.368;31.139;46.922;
2023-08-09;16:42:42;1023.21;1006.99;10887;872;0;7010;35270;35.052;38.391;31.13;46.921;
2023-08-09;16:42:43;1023.4;1007.04;10887;872;0;7010;36160;35.938;38.405;31.139;46.955;
2023-08-09;16:42:44;1023.92;1007.15;10887;872;0;7010;36670;36.449;38.394;31.139;46.955;
2023-08-09;16:42:45;1024.02;1007.07;10887;872;0;7010;36540;36.317;38.396;31.13;46.921;
2023-08-09;16:42:46;1023.84;1006.96;10887;872;0;7010;36570;36.342;38.392;31.139;46.889;
2023-08-09;16:42:47;1023.41;1006.95;10887;872;0;7010;37040;36.809;38.409;31.16;46.892;
2023-08-09;16:42:48;1023.54;1007.08;10887;872;0;7010;36340;36.118;38.409;31.149;46.89;
2023-08-09;16:42:49;1023.3;1006.92;10887;872;0;7010;36700;36.47;38.409;31.149;46.89;
2023-08-09;16:42:50;1023.84;1006.85;10887;872;0;7010;36360;36.13;38.392;31.149;46.89;
2023-08-09;16:42:51;1023.67;1006.92;10887;872;0;7010;36170;35.944;38.408;31.16;46.892;
2023-08-09;16:42:52;1023.44;1006.99;10887;872;0;7010;36430;36.204;38.403;31.169;46.893;
2023-08-09;16:42:53;1023.32;1006.95;10887;872;0;7010;36809;36.58;38.415;31.149;46.858;
2023-08-09;16:42:54;1023.08;1006.85;10887;872;0;7010;36469;36.238;38.419;31.16;46.826;
2023-08-09;16:42:55;1023.73;1006.84;10887;872;0;7010;36469;36.238;38.411;31.16;46.826;
2023-08-09;16:42:56;1023.41;1006.81;10887;872;0;7010;36469;36.237;38.41;31.169;46.893;
2023-08-09;16:42:57;1023.82;1006.97;10887;872;0;7010;36469;36.242;38.424;31.169;46.893;
2023-08-09;16:42:58;1023.18;1006.9;10887;872;0;7010;36950;36.718;38.409;31.179;46.861;
2023-08-09;16:42:59;1023.58;1006.67;10887;872;0;7010;36950;36.71;38.416;31.169;46.86;
2023-08-09;16:43:00;1023.39;1007.07;10887;872;0;7010;36870;36.645;38.41;31.169;46.795;
2023-08-09;16:43:01;1023.39;1007.01;10887;872;0;7010;36870;36.642;38.431;31.169;46.795;
2023-08-09;16:43:02;1022.95;1007.08;10887;872;0;7010;36870;36.645;38.433;31.169;46.827;
2023-08-09;16:43:03;1022.85;1007.05;10887;872;0;7010;36870;36.644;38.424;31.169;46.827;
2023-08-09;16:43:04;1023.55;1007.11;10887;872;0;7010;36870;36.646;38.437;31.189;46.83;
2023-08-09;16:43:05;1023.47;1007.22;10887;872;0;7010;37030;36.809;38.418;31.179;46.796;
2023-08-09;16:43:06;1023.66;1007.1;10887;872;0;7010;37030;36.805;38.447;31.179;46.796;
2023-08-09;16:43:07;1022.95;1007.08;10887;872;0;7010;36850;36.625;38.451;31.179;46.796;
2023-08-09;16:43:08;1023.1;1007.19;10887;872;0;7010;36850;36.629;38.436;31.189;46.797;
2023-08-09;16:43:09;1023.77;1007.3;10887;872;0;7010;36860;36.643;38.44;31.2;46.765;
2023-08-09;16:43:10;1023.73;1007.25;10887;872;0;7010;36860;36.641;38.435;31.189;46.797;
2023-08-09;16:43:11;1023.99;1007.34;10887;872;0;7010;36860;36.645;38.438;31.2;46.798;
2023-08-09;16:43:12;1023.34;1007.3;10887;872;0;7010;36860;36.643;38.466;31.209;46.767;
2023-08-09;16:43:13;1023.87;1007.23;10887;872;0;7010;36399;36.182;38.457;31.209;46.767;
2023-08-09;16:43:14;1023.47;1006.99;10887;872;0;7010;36820;36.592;38.449;31.2;46.765;
2023-08-09;16:43:15;1023.07;1006.88;10887;872;0;7010;36730;36.499;38.475;31.209;46.767;
2023-08-09;16:43:16;1022.55;1006.71;10887;872;0;7010;36649;36.412;38.461;31.219;46.768;
2023-08-09;16:43:17;1022.45;1006.73;10887;872;0;7010;36270;36.036;38.455;31.219;46.768;
2023-08-09;16:43:18;1023.15;1006.81;10887;872;0;7010;36920;36.685;38.48;31.219;46.768;
2023-08-09;16:43:19;1023.04;1006.78;10887;872;0;7010;36370;36.137;38.474;31.219;46.768;
2023-08-09;16:43:20;1022.9;1006.78;10887;872;0;7010;36510;36.276;38.473;31.219;46.735;
2023-08-09;16:43:21;1022.36;1006.67;10887;872;0;7010;36660;36.421;38.468;31.219;46.735;
2023-08-09;16:43:22;1022.34;1006.67;10887;872;0;7010;36630;36.392;38.475;31.23;46.704;
2023-08-09;16:43:23;1023.11;1006.71;10887;872;0;7010;36260;36.025;38.48;31.219;46.702;
2023-08-09;16:43:24;1022.99;1006.84;10887;872;0;7010;36809;36.576;38.483;31.219;46.702;
2023-08-09;16:43:25;1023.08;1006.81;10887;872;0;7010;36460;36.228;38.479;31.219;46.702;
2023-08-09;16:43:26;1022.62;1006.81;10887;872;0;7010;36820;36.585;38.496;31.23;46.704;
2023-08-09;16:43:27;1023.18;1006.73;10887;872;0;7010;37000;36.761;38.487;31.239;46.672;
2023-08-09;16:43:28;1023.26;1006.75;10887;872;0;7010;36190;35.957;38.502;31.239;46.705;
2023-08-09;16:43:29;1022.75;1006.86;10887;872;0;7010;36329;36.099;38.499;31.239;46.705;
2023-08-09;16:43:30;1022.67;1006.74;10887;872;0;7010;36550;36.315;38.492;31.239;46.705;
2023-08-09;16:43:31;1022.69;1006.86;10887;872;0;7010;37290;37.054;38.495;31.249;46.673;
2023-08-09;16:43:32;1023.56;1006.95;10887;872;0;7010;36840;36.61;38.49;31.249;46.706;
2023-08-09;16:43:33;1023.44;1006.95;10887;872;0;7010;36880;36.65;38.519;31.259;46.642;
2023-08-09;16:43:34;1023.32;1007.07;10887;872;0;7010;36440;36.217;38.491;31.249;46.641;
2023-08-09;16:43:35;1023.22;1007.15;10887;872;0;7010;37140;36.916;38.52;31.259;46.675;
2023-08-09;16:43:36;1022.84;1006.92;10887;872;0;7010;37200;36.967;38.515;31.259;46.675;
2023-08-09;16:43:37;1023.34;1006.82;10887;872;0;7010;36850;36.616;38.508;31.259;46.707;
2023-08-09;16:43:38;1022.74;1006.86;10887;872;0;7010;36980;36.746;38.516;31.259;46.675;
2023-08-09;16:43:39;1023.18;1007.11;10887;872;0;7010;36370;36.149;38.523;31.259;46.642;
2023-08-09;16:43:40;1023.51;1007.19;10887;872;0;7010;37100;36.878;38.521;31.259;46.642;
2023-08-09;16:43:41;1024;1007.23;10887;872;0;7010;36710;36.491;38.524;31.279;46.644;
2023-08-09;16:43:42;1024;1007.18;10887;872;0;7010;36840;36.619;38.528;31.279;46.644;
2023-08-09;16:43:43;1023.08;1007.03;10887;872;0;7010;36079;35.857;38.53;31.279;46.644;
2023-08-09;16:43:44;1022.99;1006.9;10887;872;0;7010;36899;36.667;38.532;31.279;46.644;
2023-08-09;16:43:45;1022.89;1006.96;10887;872;0;7010;37390;37.157;38.535;31.279;46.611;
2023-08-09;16:43:46;1023.56;1007;10887;872;0;7010;36550;36.324;38.537;31.289;46.645;
2023-08-09;16:43:47;1023.19;1006.79;10887;872;0;7010;36280;36.048;38.537;31.289;46.645;
2023-08-09;16:43:48;1023.03;1006.7;10887;872;0;7010;37180;36.939;38.535;31.289;46.645;
2023-08-09;16:43:49;1022.59;1006.81;10887;872;0;7010;36430;36.198;38.567;31.3;46.614;
2023-08-09;16:43:50;1022.29;1006.56;10887;872;0;7010;37200;36.954;38.539;31.289;46.613;
2023-08-09;16:43:51;1022.71;1006.51;10887;872;0;7010;36600;36.356;38.543;31.3;46.581;
2023-08-09;16:43:52;1022.66;1006.52;10887;872;0;7010;37770;37.519;38.551;31.289;46.58;
2023-08-09;16:43:53;1022.75;1006.55;10887;872;0;7010;36450;36.208;38.553;31.289;46.58;
2023-08-09;16:43:54;1022.34;1006.59;10887;872;0;7010;36820;36.577;38.547;31.31;46.582;
2023-08-09;16:43:55;1023.28;1006.78;10887;872;0;7010;37140;36.902;38.534;31.3;46.548;
2023-08-09;16:43:56;1023.17;1006.79;10887;872;0;7010;36969;36.733;38.541;31.31;46.582;
2023-08-09;16:43:57;1023;1006.7;10887;872;0;7010;37090;36.85;38.552;31.3;46.548;
2023-08-09;16:43:58;1022.81;1006.9;10887;872;0;7010;37590;37.354;38.567;31.31;46.549;
2023-08-09;16:43:59;1022.6;1006.79;10887;872;0;7010;36480;36.247;38.583;31.31;46.549;
2023-08-09;16:44:00;1023.25;1006.86;10887;872;0;7010;36989;36.755;38.547;31.31;46.549;
2023-08-09;16:44:01;1023.1;1006.79;10887;872;0;7010;36579;36.345;38.565;31.31;46.549;
2023-08-09;16:44:02;1023.1;1006.73;10887;872;0;7010;36989;36.75;38.567;31.319;46.551;
2023-08-09;16:44:03;1022.47;1006.66;10887;872;0;7010;37370;37.126;38.574;31.319;46.551;
2023-08-09;16:44:04;1022.45;1006.66;10887;872;0;7010;37070;36.828;38.568;31.31;46.582;
2023-08-09;16:44:05;1023.22;1006.74;10887;872;0;7010;36660;36.424;38.591;31.31;46.582;
2023-08-09;16:44:06;1022.84;1006.67;10887;872;0;7010;37100;36.859;38.591;31.329;46.519;
2023-08-09;16:44:07;1023.1;1006.79;10887;872;0;7010;37010;36.774;38.595;31.329;46.552;
2023-08-09;16:44:08;1022.45;1006.63;10887;872;0;7010;36690;36.45;38.585;31.329;46.519;
2023-08-09;16:44:09;1023.15;1006.67;10887;872;0;7010;36620;36.382;38.594;31.319;46.518;
2023-08-09;16:44:10;1023;1006.57;10887;872;0;7010;36910;36.666;38.589;31.34;46.52;
2023-08-09;16:44:11;1022.73;1006.64;10887;872;0;7010;36710;36.47;38.595;31.34;46.52;
2023-08-09;16:44:12;1022.49;1006.64;10887;872;0;7010;36880;36.639;38.597;31.34;46.488;
2023-08-09;16:44:13;1022.33;1006.62;10887;872;0;7010;36540;36.3;38.604;31.34;46.52;
2023-08-09;16:44:14;1022.95;1006.45;10887;872;0;7010;36460;36.215;38.601;31.349;46.489;
2023-08-09;16:44:15;1023.07;1006.62;10887;872;0;7010;37040;36.797;38.599;31.34;46.488;
2023-08-09;16:44:16;1022.97;1006.79;10887;872;0;7010;37210;36.972;38.633;31.34;46.488;
2023-08-09;16:44:17;1022.62;1006.73;10887;872;0;7010;36700;36.463;38.605;31.34;46.455;
2023-08-09;16:44:18;1022.59;1006.73;10887;872;0;7010;36940;36.702;38.597;31.349;46.456;
2023-08-09;16:44:19;1023.25;1006.67;10887;872;0;7010;37050;36.809;38.611;31.359;46.49;
2023-08-09;16:44:20;1022.7;1006.78;10887;872;0;7010;36420;36.187;38.613;31.359;46.49;
2023-08-09;16:44:21;1022.79;1006.64;10887;872;0;7010;36950;36.708;38.622;31.359;46.457;
2023-08-09;16:44:22;1022.62;1006.64;10887;872;0;7010;36989;36.747;38.622;31.359;46.457;
2023-08-09;16:44:23;1023.1;1006.53;10887;872;0;7010;36630;36.387;38.624;31.359;46.424;
2023-08-09;16:44:24;1023.03;1006.48;10887;872;0;7010;36250;36.007;38.631;31.359;46.457;
2023-08-09;16:44:25;1022.3;1006.37;10887;872;0;7010;37110;36.858;38.628;31.359;46.457;
2023-08-09;16:44:26;1022.3;1006.35;10887;872;0;7010;36579;36.329;38.63;31.369;46.458;
2023-08-09;16:44:27;1022.12;1006.37;10887;872;0;7010;36489;36.241;38.644;31.369;46.458;
2023-08-09;16:44:28;1022.63;1006.24;10887;872;0;7010;37280;37.022;38.637;31.369;46.458;
2023-08-09;16:44:29;1021.97;1006.31;10887;872;0;7010;36920;36.667;38.636;31.38;46.46;
2023-08-09;16:44:30;1022.22;1006.44;10887;872;0;7010;36809;36.561;38.636;31.359;46.457;
2023-08-09;16:44:31;1022.99;1006.59;10887;872;0;7010;37250;37.005;38.649;31.369;46.393;
2023-08-09;16:44:32;1023;1006.64;10887;872;0;7010;36980;36.738;38.643;31.369;46.393;
2023-08-09;16:44:33;1022.86;1006.52;10887;872;0;7010;36380;36.138;38.656;31.389;46.428;
2023-08-09;16:44:34;1022.31;1006.49;10887;872;0;7010;36940;36.693;38.663;31.389;46.428;
2023-08-09;16:44:35;1022.37;1006.62;10887;872;0;7010;37280;37.036;38.655;31.38;46.394;
2023-08-09;16:44:36;1022.85;1006.46;10887;872;0;7010;36780;36.533;38.654;31.389;46.395;
2023-08-09;16:44:37;1022.56;1006.44;10887;872;0;7010;36770;36.522;38.654;31.389;46.428;
2023-08-09;16:44:38;1022.69;1006.35;10887;872;0;7010;36530;36.281;38.665;31.399;46.396;
2023-08-09;16:44:39;1022.2;1006.42;10887;872;0;7010;36680;36.432;38.672;31.389;46.395;
2023-08-09;16:44:40;1022.73;1006.29;10887;872;0;7010;36860;36.606;38.659;31.389;46.395;
2023-08-09;16:44:41;1023.03;1006.52;10887;872;0;7010;36840;36.595;38.676;31.389;46.362;
2023-08-09;16:44:42;1022.58;1006.52;10887;872;0;7010;36640;36.396;38.664;31.399;46.331;
2023-08-09;16:44:43;1022.44;1006.37;10887;872;0;7010;37000;36.748;38.658;31.41;46.398;
2023-08-09;16:44:44;1022.48;1006.48;10887;872;0;7010;36710;36.464;38.66;31.399;46.396;
2023-08-09;16:44:45;1022.85;1006.4;10887;872;0;7010;36969;36.719;38.67;31.399;46.396;
2023-08-09;16:44:46;1022.88;1006.37;10887;872;0;7010;37030;36.778;38.682;31.41;46.365;
2023-08-09;16:44:47;1022.26;1006.44;10887;872;0;7010;37540;37.287;38.691;31.41;46.365;
2023-08-09;16:44:48;1022.81;1006.55;10887;872;0;7010;36730;36.487;38.686;31.419;46.333;
2023-08-09;16:44:49;1022.9;1006.57;10887;872;0;7010;37200;36.954;38.658;31.41;46.332;
2023-08-09;16:44:50;1023.19;1006.74;10887;872;0;7010;37270;37.03;38.684;31.419;46.333;
2023-08-09;16:44:51;1022.58;1006.63;10887;872;0;7010;36809;36.568;38.682;31.419;46.333;
2023-08-09;16:44:52;1022.67;1006.74;10887;872;0;7010;37120;36.881;38.684;31.419;46.333;
2023-08-09;16:44:53;1023.11;1006.6;10887;872;0;7010;37130;36.886;38.69;31.429;46.334;
2023-08-09;16:44:54;1022.86;1006.6;10887;872;0;7010;36790;36.548;38.673;31.419;46.333;
2023-08-09;16:44:55;1022.97;1006.57;10887;872;0;7010;36980;36.736;38.685;31.419;46.3;
2023-08-09;16:44:56;1022.47;1006.59;10887;872;0;7010;37469;37.222;38.698;31.419;46.3;
2023-08-09;16:44:57;1023.28;1006.62;10887;872;0;7010;36760;36.519;38.704;31.419;46.3;
2023-08-09;16:44:58;1022.96;1006.45;10887;872;0;7010;37170;36.92;38.71;31.419;46.333;
2023-08-09;16:44:59;1022.52;1006.44;10887;872;0;7010;37100;36.85;38.706;31.429;46.334;
2023-08-09;16:45:00;1022.7;1006.42;10887;872;0;7010;37070;36.82;38.718;31.429;46.334;
2023-08-09;16:45:01;1022.47;1006.44;10887;872;0;7010;37100;36.85;38.709;31.439;46.27;
2023-08-09;16:45:02;1023.01;1006.42;10887;872;0;7010;36829;36.58;38.715;31.439;46.27;
2023-08-09;16:45:03;1022.79;1006.33;10887;872;0;7010;37180;36.926;38.726;31.439;46.27;
2023-08-09;16:45:04;1021.83;1006.16;10887;872;0;7010;37210;36.949;38.722;31.439;46.303;
2023-08-09;16:45:05;1022.48;1006.24;10887;872;0;7010;36750;36.495;38.725;31.439;46.27;
2023-08-09;16:45:06;1022.38;1006.2;10887;872;0;7010;37290;37.03;38.741;31.45;46.271;
2023-08-09;16:45:07;1022.38;1006.2;10887;872;0;7010;36860;36.603;38.747;31.45;46.304;
2023-08-09;16:45:08;1022.09;1006.31;10887;872;0;7010;37200;36.945;38.722;31.45;46.304;
2023-08-09;16:45:09;1021.78;1006.19;10887;872;0;7010;37290;37.03;38.72;31.459;46.272;
2023-08-09;16:45:10;1022.49;1006.15;10887;872;0;7010;37040;36.78;38.731;31.459;46.272;
2023-08-09;16:45:11;1021.98;1006.23;10887;872;0;7010;36750;36.495;38.733;31.45;46.238;
2023-08-09;16:45:12;1021.96;1006.05;10887;872;0;7010;36989;36.726;38.747;31.459;46.24;
2023-08-09;16:45:13;1022.07;1006.13;10887;872;0;7010;37090;36.829;38.742;31.459;46.272;
2023-08-09;16:45:14;1022.81;1006.31;10887;872;0;7010;37090;36.835;38.759;31.459;46.272;
2023-08-09;16:45:15;1022.75;1006.3;10887;872;0;7010;37090;36.835;38.736;31.459;46.207;
2023-08-09;16:45:16;1022.14;1006.27;10887;872;0;7010;37090;36.834;38.756;31.459;46.24;
2023-08-09;16:45:17;1022.25;1006.44;10887;872;0;7010;37170;36.92;38.763;31.48;46.242;
2023-08-09;16:45:18;1022.84;1006.29;10887;872;0;7010;37170;36.914;38.757;31.469;46.208;
2023-08-09;16:45:19;1022.29;1006.33;10887;872;0;7010;37070;36.816;38.75;31.469;46.241;
2023-08-09;16:45:20;1022.38;1006.3;10887;872;0;7010;37070;36.815;38.759;31.469;46.241;
2023-08-09;16:45:21;1022.55;1006.41;10887;872;0;7010;37070;36.819;38.755;31.459;46.207;
2023-08-09;16:45:22;1022.64;1006.33;10887;872;0;7010;37070;36.816;38.775;31.48;46.209;
2023-08-09;16:45:23;1022.66;1006.27;10887;872;0;7010;37070;36.814;38.772;31.469;46.208;
2023-08-09;16:45:24;1022.74;1006.3;10887;872;0;7010;36430;36.18;38.758;31.48;46.209;
2023-08-09;16:45:25;1022.66;1006.2;10887;872;0;7010;37309;37.049;38.785;31.48;46.209;
2023-08-09;16:45:26;1022.78;1006.24;10887;872;0;7010;37309;37.05;38.775;31.48;46.209;
2023-08-09;16:45:27;1021.86;1006.19;10887;872;0;7010;36820;36.563;38.777;31.489;46.21;
2023-08-09;16:45:28;1022.53;1006.09;10887;872;0;7010;36820;36.559;38.768;31.48;46.209;
2023-08-09;16:45:29;1022.55;1006.13;10887;872;0;7010;36969;36.709;38.777;31.489;46.145;
2023-08-09;16:45:30;1022.18;1006.11;10887;872;0;7010;36969;36.708;38.798;31.48;46.209;
2023-08-09;16:45:31;1022.29;1006.23;10887;872;0;7010;36969;36.712;38.784;31.489;46.178;
2023-08-09;16:45:32;1022.23;1006.15;10887;872;0;7010;36969;36.709;38.788;31.489;46.178;
2023-08-09;16:45:33;1022.77;1006.3;10887;872;0;7010;37079;36.824;38.808;31.499;46.179;
2023-08-09;16:45:34;1022.93;1006.34;10887;872;0;7010;36840;36.588;38.792;31.499;46.146;
2023-08-09;16:45:35;1022.03;1006.29;10887;872;0;7010;36980;36.725;38.787;31.509;46.18;
2023-08-09;16:45:36;1022.6;1006.09;10887;872;0;7010;37190;36.927;38.805;31.499;46.146;
2023-08-09;16:45:37;1022.7;1006.23;10887;872;0;7010;37140;36.882;38.809;31.509;46.114;
2023-08-09;16:45:38;1022.3;1006.22;10887;872;0;7010;37469;37.209;38.808;31.509;46.114;
2023-08-09;16:45:39;1022.67;1006.37;10887;872;0;7010;37149;36.896;38.801;31.499;46.146;
2023-08-09;16:45:40;1022.58;1006.31;10887;872;0;7010;36640;36.389;38.813;31.499;46.146;
2023-08-09;16:45:41;1022.89;1006.37;10887;872;0;7010;37010;36.758;38.803;31.52;46.148;
2023-08-09;16:45:42;1022.3;1006.35;10887;872;0;7010;37989;37.73;38.824;31.52;46.148;
2023-08-09;16:45:43;1022.22;1006.35;10887;872;0;7010;37149;36.896;38.811;31.52;46.148;
2023-08-09;16:45:44;1022.97;1006.35;10887;872;0;7010;36920;36.668;38.816;31.509;46.114;
2023-08-09;16:45:45;1022.23;1006.33;10887;872;0;7010;37090;36.836;38.82;31.539;46.118;
2023-08-09;16:45:46;1022.14;1006.19;10887;872;0;7010;36940;36.682;38.835;31.529;46.149;
2023-08-09;16:45:47;1022.69;1006.29;10887;872;0;7010;36840;36.586;38.828;31.529;46.117;
2023-08-09;16:45:48;1022.58;1006.18;10887;872;0;7010;37059;36.8;38.797;31.529;46.149;
2023-08-09;16:45:49;1022.48;1006.24;10887;872;0;7010;36719;36.464;38.825;31.529;46.149;
2023-08-09;16:45:50;1022.45;1006.24;10887;872;0;7010;37230;36.972;38.833;31.539;46.118;
2023-08-09;16:45:51;1022.42;1006.38;10887;872;0;7010;36640;36.391;38.82;31.529;46.084;
2023-08-09;16:45:52;1023.1;1006.34;10887;872;0;7010;37489;37.233;38.827;31.539;46.085;
2023-08-09;16:45:53;1022.27;1006.35;10887;872;0;7010;37110;36.857;38.829;31.539;46.085;
2023-08-09;16:45:54;1022.18;1006.26;10887;872;0;7010;37160;36.903;38.849;31.539;46.085;
2023-08-09;16:45:55;1022.69;1006.2;10887;872;0;7010;37450;37.189;38.844;31.539;46.085;
2023-08-09;16:45:56;1022.42;1006.29;10887;872;0;7010;37390;37.133;38.845;31.539;46.085;
2023-08-09;16:45:57;1022.52;1006.51;10887;872;0;7010;36980;36.734;38.838;31.56;46.087;
2023-08-09;16:45:58;1022.92;1006.42;10887;872;0;7010;36940;36.691;38.865;31.56;46.087;
2023-08-09;16:45:59;1022.9;1006.42;10887;872;0;7010;36770;36.522;38.849;31.56;46.055;
2023-08-09;16:46:00;1022.73;1006.26;10887;872;0;7010;36480;36.228;38.864;31.55;46.053;
2023-08-09;16:46:01;1022.16;1006.27;10887;872;0;7010;37180;36.923;38.851;31.55;46.053;
2023-08-09;16:46:02;1022.97;1006.3;10887;872;0;7010;36640;36.388;38.852;31.56;46.055;
2023-08-09;16:46:03;1023.06;1006.3;10887;872;0;7010;36540;36.289;38.856;31.56;46.055;
2023-08-09;16:46:04;1022.25;1006.3;10887;872;0;7010;37219;36.963;38.868;31.569;46.023;
2023-08-09;16:46:05;1022.85;1006.34;10887;872;0;7010;36559;36.309;38.867;31.56;46.022;
2023-08-09;16:46:06;1022.71;1006.18;10887;872;0;7010;36559;36.303;38.87;31.56;46.055;
2023-08-09;16:46:07;1022.25;1006.19;10887;872;0;7010;37219;36.959;38.871;31.56;46.055;
2023-08-09;16:46:08;1022.49;1006.35;10887;872;0;7010;37420;37.165;38.877;31.569;46.023;
2023-08-09;16:46:09;1022.66;1006.26;10887;872;0;7010;36960;36.705;38.878;31.569;46.023;
2023-08-09;16:46:10;1022.63;1006.22;10887;872;0;7010;37250;36.991;38.89;31.569;46.023;
2023-08-09;16:46:11;1022.55;1006.07;10887;872;0;7010;36860;36.598;38.883;31.59;46.025;
2023-08-09;16:46:12;1021.85;1006.02;10887;872;0;7010;37020;36.755;38.896;31.579;46.024;
2023-08-09;16:46:13;1022.66;1006.04;10887;872;0;7010;37309;37.043;38.873;31.579;46.024;
2023-08-09;16:46:14;1022.64;1006.08;10887;872;0;7010;37480;37.214;38.884;31.59;45.992;
2023-08-09;16:46:15;1021.87;1005.98;10887;872;0;7010;37000;36.734;38.898;31.579;46.024;
2023-08-09;16:46:16;1022.55;1006.02;10887;872;0;7010;36649;36.387;38.897;31.59;45.992;
2023-08-09;16:46:17;1022.45;1005.93;10887;872;0;7010;37230;36.961;38.893;31.599;46.026;
2023-08-09;16:46:18;1021.97;1006.04;10887;872;0;7010;36860;36.597;38.898;31.579;45.991;
2023-08-09;16:46:19;1022.37;1006.02;10887;872;0;7010;37040;36.775;38.91;31.579;45.991;
2023-08-09;16:46:20;1022.3;1006.08;10887;872;0;7010;36920;36.658;38.9;31.59;45.96;
2023-08-09;16:46:21;1022.58;1006.16;10887;872;0;7010;37200;36.939;38.906;31.599;45.961;
2023-08-09;16:46:22;1022.03;1006.07;10887;872;0;7010;37610;37.343;38.911;31.599;45.961;
2023-08-09;16:46:23;1022.12;1006.05;10887;872;0;7010;37510;37.243;38.909;31.59;45.96;
2023-08-09;16:46:24;1022.77;1006.19;10887;872;0;7010;37559;37.297;38.912;31.59;45.96;
2023-08-09;16:46:25;1022.93;1006.24;10887;872;0;7010;37420;37.161;38.918;31.599;45.961;
2023-08-09;16:46:26;1022.44;1006.31;10887;872;0;7010;37100;36.845;38.917;31.609;45.995;
2023-08-09;16:46:27;1023.11;1006.29;10887;872;0;7010;36149;35.9;38.911;31.619;45.963;
2023-08-09;16:46:28;1023.29;1006.4;10887;872;0;7010;37180;36.928;38.927;31.619;45.963;
2023-08-09;16:46:29;1022.81;1006.53;10887;872;0;7010;37690;37.44;38.912;31.609;45.962;
2023-08-09;16:46:30;1023.45;1006.51;10887;872;0;7010;37309;37.06;38.937;31.609;45.962;
2023-08-09;16:46:31;1023.3;1006.41;10887;872;0;7010;36910;36.66;38.939;31.619;45.93;
2023-08-09;16:46:32;1022.53;1006.4;10887;872;0;7010;37180;36.928;38.938;31.609;45.929;
2023-08-09;16:46:33;1022.96;1006.3;10887;872;0;7010;37450;37.193;38.927;31.619;45.963;
2023-08-09;16:46:34;1022.79;1006.2;10887;872;0;7010;36770;36.514;38.928;31.63;45.964;
2023-08-09;16:46:35;1022.62;1006.23;10887;872;0;7010;36930;36.674;38.932;31.63;45.931;
2023-08-09;16:46:36;1022.69;1006.29;10887;872;0;7010;37380;37.123;38.931;31.63;45.931;
2023-08-09;16:46:37;1022.74;1006.33;10887;872;0;7010;36829;36.577;38.949;31.63;45.899;
2023-08-09;16:46:38;1023.06;1006.29;10887;872;0;7010;37040;36.785;38.936;31.639;45.9;
2023-08-09;16:46:39;1022.34;1006.27;10887;872;0;7010;36780;36.526;38.945;31.639;45.933;
2023-08-09;16:46:40;1022.05;1006.07;10887;872;0;7010;37579;37.312;38.947;31.639;45.9;
2023-08-09;16:46:41;1022.79;1006.04;10887;872;0;7010;37629;37.361;38.952;31.649;45.901;
2023-08-09;16:46:42;1022.64;1005.97;10887;872;0;7010;37309;37.04;38.956;31.649;45.901;
2023-08-09;16:46:43;1021.85;1005.98;10887;872;0;7010;37000;36.734;38.966;31.649;45.901;
2023-08-09;16:46:44;1022.6;1005.96;10887;872;0;7010;36969;36.703;38.963;31.649;45.901;
2023-08-09;16:46:45;1022.58;1006.02;10887;872;0;7010;36550;36.289;38.968;31.66;45.902;
2023-08-09;16:46:46;1022.09;1006.01;10887;872;0;7010;37260;36.993;38.965;31.66;45.869;
2023-08-09;16:46:47;1022.63;1006.13;10887;872;0;7010;36760;36.501;38.969;31.66;45.902;
2023-08-09;16:46:48;1022.62;1006.01;10887;872;0;7010;37430;37.162;38.961;31.66;45.902;
2023-08-09;16:46:49;1022.3;1006.04;10887;872;0;7010;36800;36.538;38.972;31.66;45.836;
2023-08-09;16:46:50;1022.36;1006.12;10887;872;0;7010;37829;37.562;38.97;31.66;45.836;
2023-08-09;16:46:51;1022.19;1006.05;10887;872;0;7010;37120;36.856;38.983;31.669;45.87;
